land,ars,gemeindename,normalized_name,bare_stem,plz,lat,lon,source
BW,084175007075,Winterlingen,winterlingen,winterlingen,72474,48.178723,9.117643,destatis
BW,084210000000,"Ulm, Universitätsstadt",ulm,ulm,89073,48.398454,9.990402,destatis
BW,084250039039,"Erbach, Stadt",erbach,erbach,89155,48.326196,9.892784,destatis
BW,084250108108,"Schelklingen, Stadt",schelklingen,schelklingen,89601,48.372526,9.734923,destatis
BW,084250141141,"Blaustein, Stadt",blaustein,blaustein,89134,48.416145,9.921863,destatis
BW,084255001002,Allmendingen,allmendingen,allmendingen,89604,48.330714,9.72429,destatis
BW,084255001004,Altheim,altheim,altheim,89605,48.327677,9.770679,destatis
BW,084255002017,Berghülen,berghuelen,berghuelen,89180,48.464015,9.761209,destatis
BW,084255002020,"Blaubeuren, Stadt",blaubeuren,blaubeuren,89143,48.412587,9.783757,destatis
BW,084255003028,"Dietenheim, Stadt",dietenheim,dietenheim,89165,48.212211,10.069592,destatis
BW,084255003066,Illerrieden,illerrieden,illerrieden,89186,48.271364,10.053883,destatis
BW,084255003140,Balzheim,balzheim,balzheim,88481,48.180798,10.076078,destatis
BW,084255004014,Beimerstetten,beimerstetten,beimerstetten,89179,48.481886,9.98581,destatis
BW,084255004031,Dornstadt,dornstadt,dornstadt,89160,48.466494,9.942617,destatis
BW,084255004135,Westerstetten,westerstetten,westerstetten,89198,48.521516,9.950835,destatis
BW,084255005033,"Ehingen (Donau), Stadt",ehingen (donau),ehingen,89584,48.283666,9.725211,destatis
BW,084255005050,Griesingen,griesingen,griesingen,89608,48.266986,9.784023,destatis
BW,084255005088,Oberdischingen,oberdischingen,oberdischingen,89610,48.30176,9.830802,destatis
BW,084255005093,Öpfingen,oepfingen,oepfingen,89614,48.286194,9.802832,destatis
BW,084255006064,Hüttisheim,huettisheim,huettisheim,89185,48.280646,9.94165,destatis
BW,084255006110,Schnürpflingen,schnuerpflingen,schnuerpflingen,89194,48.273078,9.994004,destatis
BW,084255006137,Illerkirchberg,illerkirchberg,illerkirchberg,89171,48.33831,9.999035,destatis
BW,084255006138,Staig,staig,staig,89195,48.299083,9.991027,destatis
BW,084255007071,"Laichingen, Stadt",laichingen,laichingen,89150,48.489445,9.685733,destatis
BW,084255007079,Merklingen,merklingen,merklingen,89188,48.511695,9.755088,destatis
BW,084255007084,Nellingen,nellingen,nellingen,89191,48.541984,9.791311,destatis
BW,084255007134,Westerheim,westerheim,westerheim,72589,48.515159,9.624072,destatis
BW,084255007139,Heroldstatt,heroldstatt,heroldstatt,72535,48.446332,9.669339,destatis
BW,084255008005,Altheim (Alb),altheim (alb),altheim,89174,48.581738,10.025037,destatis
BW,084255008011,Asselfingen,asselfingen,asselfingen,89176,48.529714,10.1914,destatis
BW,084255008013,Ballendorf,ballendorf,ballendorf,89177,48.554937,10.07723,destatis
BW,084255008019,Bernstadt,bernstadt,bernstadt,89182,48.500014,10.023964,destatis
BW,084255008022,Börslingen,boerslingen,boerslingen,89177,48.538957,10.063069,destatis
BW,084255008024,Breitingen,breitingen,breitingen,89183,48.517286,9.991461,destatis
BW,084255008062,Holzkirch,holzkirch,holzkirch,89183,48.531479,9.99421,destatis
BW,084255008072,"Langenau, Stadt",langenau,langenau,89129,48.499499,10.121087,destatis
BW,084255008083,Neenstetten,neenstetten,neenstetten,89189,48.545493,10.021476,destatis
BW,084255008085,Nerenstetten,nerenstetten,nerenstetten,89129,48.529959,10.099582,destatis
BW,084255008092,Öllingen,oellingen,oellingen,89129,48.527741,10.148065,destatis
BW,084255008097,Rammingen,rammingen,rammingen,89192,48.519683,10.170794,destatis
BW,084255008112,Setzingen,setzingen,setzingen,89129,48.538048,10.126705,destatis
BW,084255008130,Weidenstetten,weidenstetten,weidenstetten,89197,48.552147,9.997084,destatis
BW,084255009008,Amstetten,amstetten,amstetten,73340,48.577697,9.876125,destatis
BW,084255009075,Lonsee,lonsee,lonsee,89173,48.543054,9.917632,destatis
BW,084255010035,Emeringen,emeringen,emeringen,88499,48.234296,9.517274,destatis
BW,084255010036,Emerkingen,emerkingen,emerkingen,89607,48.214609,9.656266,destatis
BW,084255010052,Grundsheim,grundsheim,grundsheim,89613,48.177459,9.667765,destatis
BW,084255010055,Hausen am Bussen,hausen am bussen,hausen,89597,48.211503,9.624615,destatis
BW,084255010073,Lauterach,lauterach,lauterach,89584,48.256068,9.579242,destatis
BW,084255010081,"Munderkingen, Stadt",munderkingen,munderkingen,89597,48.236714,9.647663,destatis
BW,084255010090,Obermarchtal,obermarchtal,obermarchtal,89611,48.233294,9.568532,destatis
BW,084255010091,Oberstadion,oberstadion,oberstadion,89613,48.186931,9.691361,destatis
BW,084255010098,Rechtenstein,rechtenstein,rechtenstein,89611,48.241602,9.544232,destatis
BW,084255010104,Rottenacker,rottenacker,rottenacker,89616,48.235057,9.687742,destatis
BW,084255010123,Untermarchtal,untermarchtal,untermarchtal,89617,48.24096,9.612757,destatis
BW,084255010124,Unterstadion,unterstadion,unterstadion,89619,48.204552,9.690197,destatis
BW,084255010125,Unterwachingen,unterwachingen,unterwachingen,89597,48.203784,9.643433,destatis
BW,084260134134,Schemmerhofen,schemmerhofen,schemmerhofen,88433,48.174074,9.795846,destatis
BW,084265001005,Alleshausen,alleshausen,alleshausen,88422,48.102679,9.621543,destatis
BW,084265001006,Allmannsweiler,allmannsweiler,allmannsweiler,88348,48.028386,9.593584,destatis
BW,084265001013,"Bad Buchau, Stadt",bad buchau,bad buchau,88422,48.063926,9.611773,destatis
BW,084265001020,Betzenweiler,betzenweiler,betzenweiler,88422,48.117754,9.574404,destatis
BW,084265001036,Dürnau,duernau,duernau,88422,48.060403,9.554803,destatis
BW,084265001064,Kanzach,kanzach,kanzach,88422,48.07669,9.558743,destatis
BW,084265001078,Moosburg,moosburg,moosburg,88422,48.088634,9.596849,destatis
BW,084265001090,Oggelshausen,oggelshausen,oggelshausen,88422,48.070826,9.648628,destatis
BW,084265001109,Seekirch,seekirch,seekirch,88422,48.106288,9.641357,destatis
BW,084265001118,Tiefenbach,tiefenbach,tiefenbach,88422,48.089033,9.6525,destatis
BW,084265002014,"Bad Schussenried, Stadt",bad schussenried,bad schussenried,88427,48.004849,9.657495,destatis
BW,084265002062,Ingoldingen,ingoldingen,ingoldingen,88456,48.025577,9.739688,destatis
BW,084265003011,Attenweiler,attenweiler,attenweiler,88448,48.136819,9.698617,destatis
BW,084265003021,"Biberach an der Riß, Stadt",biberach an der riss,biberach,88400,48.097465,9.79203,destatis
BW,084265003038,Eberhardzell,eberhardzell,eberhardzell,88436,48.001249,9.824229,destatis
BW,084265003058,Hochdorf,hochdorf,hochdorf,88454,48.02488,9.787135,destatis
BW,084265003071,Maselheim,maselheim,maselheim,88437,48.13449,9.883935,destatis
BW,084265003074,Mittelbiberach,mittelbiberach,mittelbiberach,88441,48.087332,9.747188,destatis
BW,084265003120,Ummendorf,ummendorf,ummendorf,88444,48.062058,9.831026,destatis
BW,084265003128,Warthausen,warthausen,warthausen,88447,48.128975,9.797727,destatis
BW,084265004019,Berkheim,berkheim,berkheim,88450,48.043327,10.08179,destatis
BW,084265004031,Dettingen an der Iller,dettingen an der iller,dettingen,88451,48.105281,10.113892,destatis
BW,084265004044,Erolzheim,erolzheim,erolzheim,88453,48.091068,10.072583,destatis
BW,084265004065,Kirchberg an der Iller,kirchberg an der iller,kirchberg,88486,48.132256,10.081464,destatis
BW,084265004066,Kirchdorf an der Iller,kirchdorf an der iller,kirchdorf,88457,48.076496,10.126512,destatis
BW,084265005001,Achstetten,achstetten,achstetten,88480,48.258983,9.898085,destatis
BW,084265005028,Burgrieden,burgrieden,burgrieden,88483,48.238255,9.93438,destatis
BW,084265005070,"Laupheim, Stadt",laupheim,laupheim,88471,48.230018,9.883733,destatis
BW,084265005073,Mietingen,mietingen,mietingen,88487,48.182492,9.899411,destatis
BW,084265006043,Erlenmoos,erlenmoos,erlenmoos,88416,48.063201,9.974997,destatis
BW,084265006087,"Ochsenhausen, Stadt",ochsenhausen,ochsenhausen,88416,48.06947,9.951929,destatis
BW,084265006113,Steinhausen an der Rottum,steinhausen an der rottum,steinhausen,88416,48.023423,9.956273,destatis
BW,084265006135,Gutenzell-Hürbel,gutenzell-huerbel,gutenzell-huerbel,88484,48.113537,9.997187,destatis
BW,084265007008,Altheim,altheim,altheim,88499,48.145555,9.448855,destatis
BW,084265007035,Dürmentingen,duermentingen,duermentingen,88525,48.113546,9.533605,destatis
BW,084265007045,Ertingen,ertingen,ertingen,88521,48.096788,9.460739,destatis
BW,084265007067,Langenenslingen,langenenslingen,langenenslingen,88515,48.148612,9.377962,destatis
BW,084265007097,"Riedlingen, Stadt",riedlingen,riedlingen,88499,48.153659,9.472452,destatis
BW,084265007121,Unlingen,unlingen,unlingen,88527,48.166683,9.522042,destatis
BW,084265007124,Uttenweiler,uttenweiler,uttenweiler,88524,48.148751,9.61133,destatis
BW,084265008100,Rot an der Rot,rot an der rot,rot,88430,48.013091,10.027282,destatis
BW,084265008117,Tannheim,tannheim,tannheim,88459,48.000036,10.081648,destatis
BW,084265009108,Schwendi,schwendi,schwendi,88477,48.175367,9.975708,destatis
BW,084265009125,Wain,wain,wain,88489,48.188928,10.022001,destatis
BW,084350035035,Meckenbeuren,meckenbeuren,meckenbeuren,88074,47.700637,9.562678,destatis
BW,084355001013,Eriskirch,eriskirch,eriskirch,88097,47.629977,9.530728,destatis
BW,084355001029,Kressbronn am Bodensee,kressbronn am bodensee,kressbronn,88079,47.596747,9.59834,destatis
BW,084355001030,Langenargen,langenargen,langenargen,88085,47.596737,9.54014,destatis
BW,084355002016,"Friedrichshafen, Stadt",friedrichshafen,friedrichshafen,88045,47.652205,9.479614,destatis
BW,084355002024,Immenstaad am Bodensee,immenstaad am bodensee,immenstaad,88090,47.666622,9.37146,destatis
BW,084355003005,Bermatingen,bermatingen,bermatingen,88697,47.731114,9.348092,destatis
BW,084355003034,"Markdorf, Stadt",markdorf,markdorf,88677,47.72035,9.389138,destatis
BW,084355003045,Oberteuringen,oberteuringen,oberteuringen,88094,47.725477,9.471967,destatis
BW,084355003067,Deggenhausertal,deggenhausertal,deggenhausertal,88693,47.78158,9.390459,destatis
BW,084355004010,Daisendorf,daisendorf,daisendorf,88718,47.711716,9.265766,destatis
BW,084355004018,Hagnau am Bodensee,hagnau am bodensee,hagnau,88709,47.67625,9.320022,destatis
BW,084355004036,"Meersburg, Stadt",meersburg,meersburg,88709,47.695076,9.273408,destatis
BW,084355004054,Stetten,stetten,stetten,88719,47.692691,9.300569,destatis
BW,084355004066,Uhldingen-Mühlhofen,uhldingen-muehlhofen,uhldingen-muehlhofen,88690,47.735636,9.245612,destatis
BW,084355005015,Frickingen,frickingen,frickingen,88699,47.81517,9.273089,destatis
BW,084355005020,Heiligenberg,heiligenberg,heiligenberg,88633,47.821299,9.312802,destatis
BW,084355005052,Salem,salem,salem,88682,47.759725,9.310691,destatis
BW,084355006042,Neukirch,neukirch,neukirch,88099,47.657496,9.701999,destatis
BW,084355006057,"Tettnang, Stadt",tettnang,tettnang,88069,47.671477,9.589453,destatis
BW,084355007047,Owingen,owingen,owingen,88696,47.810832,9.175628,destatis
BW,084355007053,Sipplingen,sipplingen,sipplingen,78354,47.79642,9.098441,destatis
BW,084355007059,"Überlingen, Stadt",ueberlingen,ueberlingen,88662,47.768547,9.159266,destatis
BW,084360008008,"Aulendorf, Stadt",aulendorf,aulendorf,88326,47.951301,9.638492,destatis
BW,084360010010,"Bad Wurzach, Stadt",bad wurzach,bad wurzach,88410,47.908416,9.896525,destatis
BW,084360049049,"Isny im Allgäu, Stadt",isny im allgaeu,isny,88316,47.692238,10.039361,destatis
BW,084360052052,Kißlegg,kisslegg,kisslegg,88353,47.787754,9.881938,destatis
BW,084360094094,Argenbühl,argenbuehl,argenbuehl,88260,47.688159,9.959372,destatis
BW,084365001005,Altshausen,altshausen,altshausen,88361,47.93449,9.538271,destatis
BW,084365001019,Boms,boms,boms,88361,47.969713,9.508511,destatis
BW,084365001024,Ebenweiler,ebenweiler,ebenweiler,88370,47.900658,9.513264,destatis
BW,084365001027,Eichstegen,eichstegen,eichstegen,88361,47.938739,9.498845,destatis
BW,084365001032,Fleischwangen,fleischwangen,fleischwangen,88373,47.879063,9.477566,destatis
BW,084365001040,Guggenhausen,guggenhausen,guggenhausen,88379,47.893685,9.455438,destatis
BW,084365001047,Hoßkirch,hosskirch,hosskirch,88374,47.940508,9.446033,destatis
BW,084365001053,Königseggwald,koenigseggwald,koenigseggwald,88376,47.929613,9.419302,destatis
BW,084365001067,Riedhausen,riedhausen,riedhausen,88377,47.908922,9.431359,destatis
BW,084365001077,Unterwaldhausen,unterwaldhausen,unterwaldhausen,88379,47.902083,9.469885,destatis
BW,084365001093,Ebersbach-Musbach,ebersbach-musbach,ebersbach-musbach,88371,47.956209,9.580336,destatis
BW,084365002009,"Bad Waldsee, Stadt",bad waldsee,bad waldsee,88339,47.92251,9.751276,destatis
BW,084365002014,Bergatreute,bergatreute,bergatreute,88368,47.849665,9.748012,destatis
BW,084365003018,Bodnegg,bodnegg,bodnegg,88285,47.709876,9.690491,destatis
BW,084365003039,Grünkraut,gruenkraut,gruenkraut,88287,47.743111,9.652681,destatis
BW,084365003069,Schlier,schlier,schlier,88281,47.770627,9.674581,destatis
BW,084365003079,Waldburg,waldburg,waldburg,88289,47.757454,9.712904,destatis
BW,084365004003,Aichstetten,aichstetten,aichstetten,88317,47.892919,10.08067,destatis
BW,084365004004,Aitrach,aitrach,aitrach,88319,47.939232,10.0896,destatis
BW,084365004055,"Leutkirch im Allgäu, Stadt",leutkirch im allgaeu,leutkirch,88299,47.825064,10.024379,destatis
BW,084365005011,Baienfurt,baienfurt,baienfurt,88255,47.826982,9.651432,destatis
BW,084365005012,Baindt,baindt,baindt,88255,47.84186,9.661164,destatis
BW,084365005013,Berg,berg,berg,88276,47.816128,9.595867,destatis
BW,084365005064,"Ravensburg, Stadt",ravensburg,ravensburg,88212,47.78366,9.615089,destatis
BW,084365005082,"Weingarten, Stadt",weingarten,weingarten,88250,47.807399,9.640669,destatis
BW,084365006078,Vogt,vogt,vogt,88267,47.775383,9.766671,destatis
BW,084365006085,Wolfegg,wolfegg,wolfegg,88364,47.820361,9.793215,destatis
BW,084365007001,Achberg,achberg,achberg,88147,47.615122,9.713856,destatis
BW,084365007006,Amtzell,amtzell,amtzell,88279,47.70628,9.747974,destatis
BW,084365007081,"Wangen im Allgäu, Stadt",wangen im allgaeu,wangen,88239,47.685855,9.832354,destatis
BW,084365008083,Wilhelmsdorf,wilhelmsdorf,wilhelmsdorf,88271,47.867494,9.425067,destatis
BW,084365008095,Horgenzell,horgenzell,horgenzell,88263,47.806456,9.497983,destatis
BW,084365009087,Wolpertswende,wolpertswende,wolpertswende,88284,47.895287,9.613345,destatis
BW,084365009096,Fronreute,fronreute,fronreute,88273,47.863185,9.589918,destatis
BW,084370086086,Ostrach,ostrach,ostrach,88356,47.953822,9.380955,destatis
BW,084375001031,"Gammertingen, Stadt",gammertingen,gammertingen,72501,48.250288,9.2157,destatis
BW,084375001047,"Hettingen, Stadt",hettingen,hettingen,72513,48.219073,9.234626,destatis
BW,084375001082,Neufra,neufra,neufra,72419,48.247237,9.186088,destatis
BW,084375001114,"Veringenstadt, Stadt",veringenstadt,veringenstadt,72519,48.178302,9.214018,destatis
BW,084375002053,Hohentengen,hohentengen,hohentengen,88367,48.028673,9.376107,destatis
BW,084375002076,"Mengen, Stadt",mengen,mengen,88512,48.048768,9.329165,destatis
BW,084375002101,"Scheer, Stadt",scheer,scheer,72516,48.072852,9.29442,destatis
BW,084375003072,Leibertingen,leibertingen,leibertingen,88637,48.042912,9.01618,destatis
BW,084375003078,"Meßkirch, Stadt",messkirch,messkirch,88605,47.992608,9.111166,destatis
BW,084375003123,Sauldorf,sauldorf,sauldorf,88605,47.94256,9.106323,destatis
BW,084375004056,Illmensee,illmensee,illmensee,88636,47.862015,9.37451,destatis
BW,084375004088,"Pfullendorf, Stadt",pfullendorf,pfullendorf,88630,47.923774,9.255547,destatis
BW,084375004118,Wald,wald,wald,88639,47.937975,9.172005,destatis
BW,084375004124,Herdwangen-Schönach,herdwangen-schoenach,herdwangen-schoenach,88634,47.862679,9.168242,destatis
BW,084375005044,Herbertingen,herbertingen,herbertingen,88518,48.061061,9.438105,destatis
BW,084375005100,"Bad Saulgau, Stadt",bad saulgau,bad saulgau,88348,48.013864,9.499183,destatis
BW,084375006005,Beuron,beuron,beuron,88631,48.050828,8.970068,destatis
BW,084375006008,Bingen,bingen,bingen,72511,48.110738,9.272341,destatis
BW,084375006059,Inzigkofen,inzigkofen,inzigkofen,72514,48.070908,9.179617,destatis
BW,084375006065,Krauchenwies,krauchenwies,krauchenwies,72505,48.018687,9.248681,destatis
BW,084375006104,"Sigmaringen, Stadt",sigmaringen,sigmaringen,72488,48.086623,9.214788,destatis
BW,084375006105,Sigmaringendorf,sigmaringendorf,sigmaringendorf,72517,48.067985,9.261616,destatis
BW,084375007102,Schwenningen,schwenningen,schwenningen,72477,48.10473,8.997429,destatis
BW,084375007107,Stetten am kalten Markt,stetten am kalten markt,stetten markt,72510,48.121999,9.077554,destatis
BY,091610000000,Ingolstadt,ingolstadt,ingolstadt,85047,48.76542,11.423387,destatis
BY,091620000000,"München, Landeshauptstadt",muenchen,muenchen,80313,48.137683,11.575997,destatis
BY,091630000000,Rosenheim,rosenheim,rosenheim,83013,47.856358,12.128932,destatis
BY,091710111111,"Altötting, St",altoetting,altoetting,84503,48.227986,12.67892,destatis
BY,091710112112,"Burghausen, St",burghausen,burghausen,84489,48.168825,12.831282,destatis
BY,091710113113,Burgkirchen a.d.Alz,burgkirchen a.d.alz,burgkirchen,84508,48.166556,12.731367,destatis
BY,091710117117,Garching a.d.Alz,garching a.d.alz,garching,84518,48.127462,12.574383,destatis
BY,091710118118,Haiming,haiming,haiming,84533,48.21297,12.88758,destatis
BY,091710125125,"Neuötting, St",neuoetting,neuoetting,84524,48.240061,12.690715,destatis
BY,091710127127,Pleiskirchen,pleiskirchen,pleiskirchen,84568,48.307035,12.59607,destatis
BY,091710131131,Teising,teising,teising,84576,48.22698,12.609927,destatis
BY,091710132132,"Töging a.Inn, St",toeging a.inn,toeging,84513,48.254645,12.586743,destatis
BY,091710133133,"Tüßling, M",tuessling,tuessling,84577,48.212289,12.601677,destatis
BY,091710137137,Winhöring,winhoering,winhoering,84543,48.265589,12.651149,destatis
BY,091715101114,Emmerting,emmerting,emmerting,84547,48.199992,12.766255,destatis
BY,091715101124,Mehring,mehring,mehring,84561,48.178788,12.78353,destatis
BY,091715102116,Feichten a.d.Alz,feichten a.d.alz,feichten,84550,48.081776,12.595784,destatis
BY,091715102119,Halsbach,halsbach,halsbach,84553,48.125357,12.675709,destatis
BY,091715102122,Kirchweidach,kirchweidach,kirchweidach,84558,48.085899,12.64351,destatis
BY,091715102134,Tyrlaching,tyrlaching,tyrlaching,84558,48.061068,12.668425,destatis
BY,091715103123,"Marktl, M",marktl,marktl,84533,48.25329,12.843658,destatis
BY,091715103130,Stammham,stammham,stammham,84533,48.248353,12.882353,destatis
BY,091715104115,Erlbach,erlbach,erlbach,84567,48.30704,12.786431,destatis
BY,091715104126,Perach,perach,perach,84567,48.265551,12.767571,destatis
BY,091715104129,Reischach,reischach,reischach,84571,48.290821,12.725442,destatis
BY,091715106121,Kastl,kastl,kastl,84556,48.193923,12.696097,destatis
BY,091715106135,Unterneukirchen,unterneukirchen,unterneukirchen,84579,48.165342,12.618632,destatis
BY,091720111111,Ainring,ainring,ainring,83404,47.816451,12.943264,destatis
BY,091720112112,Anger,anger,anger,83454,47.802378,12.859411,destatis
BY,091720114114,"Bad Reichenhall, GKSt",bad reichenhall,bad reichenhall,83435,47.725886,12.876699,destatis
BY,091720115115,Bayerisch Gmain,bayerisch gmain,bayerisch gmain,83457,47.720923,12.892608,destatis
BY,091720116116,"Berchtesgaden, M",berchtesgaden,berchtesgaden,83471,47.632843,13.002514,destatis
BY,091720117117,Bischofswiesen,bischofswiesen,bischofswiesen,83483,47.647463,12.970308,destatis
BY,091720118118,"Freilassing, St",freilassing,freilassing,83395,47.842101,12.978135,destatis
BY,091720122122,"Laufen, St",laufen,laufen,83410,47.936943,12.932686,destatis
BY,091720124124,"Marktschellenberg, M",marktschellenberg,marktschellenberg,83487,47.6968,13.045654,destatis
BY,091720128128,Piding,piding,piding,83451,47.769593,12.91208,destatis
BY,091720129129,Ramsau b.Berchtesgaden,ramsau b.berchtesgaden,ramsau,83486,47.608333,12.899103,destatis
BY,091720130130,Saaldorf-Surheim,saaldorf-surheim,saaldorf-surheim,83416,47.870455,12.929731,destatis
BY,091720131131,Schneizlreuth,schneizlreuth,schneizlreuth,83458,47.690229,12.802281,destatis
BY,091720132132,Schönau a.Königssee,schoenau a.koenigssee,schoenau,83471,47.602396,12.984388,destatis
BY,091720134134,"Teisendorf, M",teisendorf,teisendorf,83315,47.849858,12.820465,destatis
BY,091730111111,Bad Heilbrunn,bad heilbrunn,bad heilbrunn,83670,47.746023,11.462626,destatis
BY,091730112112,"Bad Tölz, St",bad toelz,bad toelz,83646,47.759148,11.563912,destatis
BY,091730118118,Dietramszell,dietramszell,dietramszell,83623,47.854816,11.588293,destatis
BY,091730120120,Egling,egling,egling,82544,47.922943,11.508365,destatis
BY,091730123123,Eurasburg,eurasburg,eurasburg,82547,47.855933,11.403471,destatis
BY,091730124124,Gaißach,gaissach,gaissach,83674,47.747447,11.5801,destatis
BY,091730126126,"Geretsried, St",geretsried,geretsried,82538,47.856254,11.482265,destatis
BY,091730130130,Icking,icking,icking,82057,47.956857,11.437241,destatis
BY,091730131131,Jachenau,jachenau,jachenau,83676,47.605803,11.43382,destatis
BY,091730134134,Königsdorf,koenigsdorf,koenigsdorf,82549,47.816385,11.480945,destatis
BY,091730135135,Lenggries,lenggries,lenggries,83661,47.682625,11.576728,destatis
BY,091730137137,Münsing,muensing,muensing,82541,47.902692,11.368916,destatis
BY,091730145145,Wackersberg,wackersberg,wackersberg,83646,47.736474,11.54638,destatis
BY,091730147147,"Wolfratshausen, St",wolfratshausen,wolfratshausen,82515,47.912703,11.420767,destatis
BY,091735107113,Benediktbeuern,benediktbeuern,benediktbeuern,83671,47.707913,11.411896,destatis
BY,091735107115,Bichl,bichl,bichl,83673,47.720533,11.412308,destatis
BY,091735108133,Kochel a.See,kochel a.see,kochel,82431,47.658845,11.368269,destatis
BY,091735108142,Schlehdorf,schlehdorf,schlehdorf,82444,47.657932,11.315207,destatis
BY,091735109127,Greiling,greiling,greiling,83677,47.76297,11.608942,destatis
BY,091735109140,Reichersbeuern,reichersbeuern,reichersbeuern,83677,47.767361,11.634873,destatis
BY,091735109141,Sachsenkam,sachsenkam,sachsenkam,83679,47.806902,11.64358,destatis
BY,091740111111,"Altomünster, M",altomuenster,altomuenster,85250,48.387627,11.256047,destatis
BY,091740113113,Bergkirchen,bergkirchen,bergkirchen,85232,48.259031,11.366061,destatis
BY,091740115115,"Dachau, GKSt",dachau,dachau,85221,48.263327,11.437493,destatis
BY,091740118118,Erdweg,erdweg,erdweg,85253,48.332399,11.303171,destatis
BY,091740121121,Haimhausen,haimhausen,haimhausen,85778,48.3162,11.553037,destatis
BY,091740122122,Hebertshausen,hebertshausen,hebertshausen,85241,48.291688,11.464164,destatis
BY,091740126126,Karlsfeld,karlsfeld,karlsfeld,85757,48.222151,11.473188,destatis
BY,091740131131,"Markt Indersdorf, M",markt indersdorf,markt indersdorf,85229,48.361167,11.373487,destatis
BY,091740135135,Odelzhausen,odelzhausen,odelzhausen,85235,48.308784,11.198784,destatis
BY,091740136136,Petershausen,petershausen,petershausen,85238,48.40908,11.468654,destatis
BY,091740137137,Pfaffenhofen a.d.Glonn,pfaffenhofen a.d.glonn,pfaffenhofen,85235,48.29497,11.162447,destatis
BY,091740141141,Röhrmoos,roehrmoos,roehrmoos,85244,48.326969,11.458116,destatis
BY,091740143143,Schwabhausen,schwabhausen,schwabhausen,85247,48.303098,11.35568,destatis
BY,091740146146,Sulzemoos,sulzemoos,sulzemoos,85254,48.290916,11.263711,destatis
BY,091740147147,Hilgertshausen-Tandern,hilgertshausen-tandern,hilgertshausen-tandern,86567,48.429543,11.354829,destatis
BY,091740150150,Vierkirchen,vierkirchen,vierkirchen,85256,48.364533,11.459701,destatis
BY,091740151151,Weichs,weichs,weichs,85258,48.380647,11.414041,destatis
BY,091750111111,Anzing,anzing,anzing,85646,48.151444,11.853441,destatis
BY,091750115115,"Ebersberg, St",ebersberg,ebersberg,85560,48.078429,11.968817,destatis
BY,091750118118,Forstinning,forstinning,forstinning,85661,48.168565,11.912626,destatis
BY,091750122122,"Grafing b.München, St",grafing b.muenchen,grafing,85567,48.045389,11.966103,destatis
BY,091750123123,Hohenlinden,hohenlinden,hohenlinden,85664,48.15734,11.996522,destatis
BY,091750124124,"Kirchseeon, M",kirchseeon,kirchseeon,85614,48.071806,11.887809,destatis
BY,091750127127,"Markt Schwaben, M",markt schwaben,markt schwaben,85570,48.19093,11.86538,destatis
BY,091750132132,Vaterstetten,vaterstetten,vaterstetten,85587,48.102498,11.777125,destatis
BY,091750133133,Pliening,pliening,pliening,85652,48.19811,11.798553,destatis
BY,091750135135,Poing,poing,poing,85586,48.171249,11.818208,destatis
BY,091750137137,Steinhöring,steinhoering,steinhoering,85643,48.086592,12.030748,destatis
BY,091750139139,Zorneding,zorneding,zorneding,85604,48.084445,11.825588,destatis
BY,091755112112,Aßling,assling,assling,85617,47.992086,12.005281,destatis
BY,091755112119,Frauenneuharting,frauenneuharting,frauenneuharting,83553,48.039782,12.048251,destatis
BY,091755112136,Emmering,emmering,emmering,83550,47.997962,12.056182,destatis
BY,091755114113,Baiern,baiern,baiern,85625,47.957257,11.898056,destatis
BY,091755114114,Bruck,bruck,bruck,85567,48.021043,11.907755,destatis
BY,091755114116,Egmating,egmating,egmating,85658,48.004623,11.797215,destatis
BY,091755114121,"Glonn, M",glonn,glonn,85625,47.987123,11.867322,destatis
BY,091755114128,Moosach,moosach,moosach,85665,48.032615,11.875619,destatis
BY,091755114131,Oberpframmern,oberpframmern,oberpframmern,85667,48.021679,11.813087,destatis
BY,091760112112,"Altmannstein, M",altmannstein,altmannstein,93336,48.896112,11.649929,destatis
BY,091760114114,"Beilngries, St",beilngries,beilngries,92339,49.03653,11.471047,destatis
BY,091760118118,Buxheim,buxheim,buxheim,85114,48.804323,11.292008,destatis
BY,091760120120,Denkendorf,denkendorf,denkendorf,85095,48.927791,11.454837,destatis
BY,091760121121,"Dollnstein, M",dollnstein,dollnstein,91795,48.872714,11.074724,destatis
BY,091760123123,"Eichstätt, GKSt",eichstaett,eichstaett,85072,48.891094,11.185203,destatis
BY,091760126126,"Gaimersheim, M",gaimersheim,gaimersheim,85080,48.804753,11.368343,destatis
BY,091760129129,Großmehring,grossmehring,grossmehring,85098,48.7654,11.534077,destatis
BY,091760131131,Hepberg,hepberg,hepberg,85120,48.822885,11.461106,destatis
BY,091760132132,Hitzhofen,hitzhofen,hitzhofen,85122,48.847072,11.321686,destatis
BY,091760137137,"Kinding, M",kinding,kinding,85125,49.001445,11.383818,destatis
BY,091760138138,"Kipfenberg, M",kipfenberg,kipfenberg,85110,48.950023,11.393928,destatis
BY,091760139139,"Kösching, M",koesching,koesching,85092,48.810992,11.501015,destatis
BY,091760143143,Lenting,lenting,lenting,85101,48.807287,11.462651,destatis
BY,091760148148,"Mörnsheim, M",moernsheim,moernsheim,91804,48.869692,11.008117,destatis
BY,091760161161,Stammham,stammham,stammham,85134,48.858187,11.458154,destatis
BY,091760164164,"Titting, M",titting,titting,85135,48.997618,11.212034,destatis
