land,ars,gemeindename,normalized_name,bare_stem,plz,lat,lon,source
SH,010010000000,"Flensburg, Stadt",flensburg,flensburg,24937,54.78252,9.43751,destatis
SH,010020000000,"Kiel, Landeshauptstadt",kiel,kiel,24103,54.321775,10.13727,destatis
SH,010030000000,"Lübeck, Hansestadt",luebeck,luebeck,23539,53.866269,10.683932,destatis
SH,010040000000,"Neumünster, Stadt",neumuenster,neumuenster,24534,54.069895,9.988422,destatis
SH,010510011011,"Brunsbüttel, Stadt",brunsbuettel,brunsbuettel,25541,53.896932,9.13735,destatis
SH,010510044044,"Heide, Stadt",heide,heide,25746,54.193962,9.091156,destatis
SH,010515163003,Averlak,averlak,averlak,25715,53.941154,9.182663,destatis
SH,010515163010,Brickeln,brickeln,brickeln,25712,54.00849,9.221166,destatis
SH,010515163012,Buchholz,buchholz,buchholz,25712,53.987132,9.223774,destatis
SH,010515163016,Burg (Dithmarschen),burg (dithmarschen),burg,25712,53.99748,9.26246,destatis
SH,010515163022,Dingen,dingen,dingen,25715,53.960888,9.125804,destatis
SH,010515163024,Eddelak,eddelak,eddelak,25715,53.945888,9.137433,destatis
SH,010515163026,Eggstedt,eggstedt,eggstedt,25721,54.054535,9.25927,destatis
SH,010515163032,Frestedt,frestedt,frestedt,25727,54.023523,9.176133,destatis
SH,010515163037,Großenrade,grossenrade,grossenrade,25712,54.02206,9.223435,destatis
SH,010515163051,Hochdonn,hochdonn,hochdonn,25712,54.019564,9.293145,destatis
SH,010515163064,Kuden,kuden,kuden,25712,53.967853,9.192822,destatis
SH,010515163089,Quickborn,quickborn,quickborn,25712,54.010081,9.206506,destatis
SH,010515163097,Sankt Michaelisdonn,sankt michaelisdonn,sankt michaelisdonn,25693,53.994807,9.121257,destatis
SH,010515163110,Süderhastedt,suederhastedt,suederhastedt,25727,54.04991,9.20886,destatis
SH,010515166021,Diekhusen-Fahrstedt,diekhusen-fahrstedt,diekhusen-fahrstedt,25709,53.946249,9.023165,destatis
SH,010515166034,Friedrichskoog,friedrichskoog,friedrichskoog,25718,54.005842,8.88014,destatis
SH,010515166046,Helse,helse,helse,25709,53.977556,9.010226,destatis
SH,010515166057,Kaiser-Wilhelm-Koog,kaiser-wilhelm-koog,kaiser-wilhelm-koog,25709,53.942933,8.926364,destatis
SH,010515166062,Kronprinzenkoog,kronprinzenkoog,kronprinzenkoog,25709,53.97171,8.964528,destatis
SH,010515166072,"Marne, Stadt",marne,marne,25709,53.953695,9.008761,destatis
SH,010515166073,Marnerdeich,marnerdeich,marnerdeich,25709,53.948483,8.982956,destatis
SH,010515166076,Neufeld,neufeld,neufeld,25724,53.907495,9.017576,destatis
SH,010515166077,Neufelderkoog,neufelderkoog,neufelderkoog,25724,53.906958,8.968827,destatis
SH,010515166090,Ramhusen,ramhusen,ramhusen,25715,53.941207,9.090658,destatis
SH,010515166103,Schmedeswurth,schmedeswurth,schmedeswurth,25724,53.926172,9.040335,destatis
SH,010515166118,Trennewurth,trennewurth,trennewurth,25693,54.000236,9.025792,destatis
SH,010515166119,Volsemenhusen,volsemenhusen,volsemenhusen,25693,53.967901,9.065625,destatis
SH,010515169005,Barkenholm,barkenholm,barkenholm,25791,54.237387,9.174339,destatis
SH,010515169008,Bergewöhrden,bergewoehrden,bergewoehrden,25779,54.318469,9.209426,destatis
SH,010515169019,Dellstedt,dellstedt,dellstedt,25786,54.237892,9.369143,destatis
SH,010515169020,Delve,delve,delve,25788,54.303978,9.252365,destatis
SH,010515169023,Dörpling,doerpling,doerpling,25794,54.260654,9.301925,destatis
SH,010515169030,Fedderingen,fedderingen,fedderingen,25779,54.281144,9.132642,destatis
SH,010515169035,Gaushorn,gaushorn,gaushorn,25782,54.194896,9.225318,destatis
SH,010515169036,Glüsing,gluesing,gluesing,25779,54.274547,9.216421,destatis
SH,010515169038,Groven,groven,groven,25774,54.300165,8.989147,destatis
SH,010515169047,Hemme,hemme,hemme,25774,54.28021,9.010966,destatis
SH,010515169049,Hennstedt,hennstedt,hennstedt,25779,54.283636,9.168248,destatis
SH,010515169052,Hövede,hoevede,hoevede,25782,54.243806,9.293409,destatis
SH,010515169053,Hollingstedt,hollingstedt,hollingstedt,25788,54.290548,9.226797,destatis
SH,010515169058,Karolinenkoog,karolinenkoog,karolinenkoog,25774,54.292554,8.965495,destatis
SH,010515169060,Kleve,kleve,kleve,25779,54.295706,9.123229,destatis
SH,010515169061,Krempel,krempel,krempel,25774,54.320019,9.027607,destatis
SH,010515169065,Lehe,lehe,lehe,25774,54.344168,9.025334,destatis
SH,010515169068,Linden,linden,linden,25791,54.252623,9.182428,destatis
SH,010515169071,Lunden,lunden,lunden,25774,54.330568,9.024249,destatis
SH,010515169080,Norderheistedt,norderheistedt,norderheistedt,25779,54.245331,9.146139,destatis
SH,010515169088,Pahlen,pahlen,pahlen,25794,54.267813,9.296387,destatis
SH,010515169092,Rehm-Flehde-Bargen,rehm-flehde-bargen,rehm-flehde-bargen,25776,54.303981,9.036287,destatis
SH,010515169096,Sankt Annen,sankt annen,sankt annen,25776,54.345413,9.07975,destatis
SH,010515169100,Schalkholz,schalkholz,schalkholz,25782,54.246244,9.257028,destatis
SH,010515169102,Schlichting,schlichting,schlichting,25779,54.31014,9.089378,destatis
SH,010515169114,Tellingstedt,tellingstedt,tellingstedt,25782,54.219944,9.2822,destatis
SH,010515169117,Tielenhemme,tielenhemme,tielenhemme,25794,54.27746,9.398414,destatis
SH,010515169120,Wallen,wallen,wallen,25788,54.284766,9.269563,destatis
SH,010515169125,Welmbüttel,welmbuettel,welmbuettel,25782,54.196873,9.246826,destatis
SH,010515169131,Westerborstel,westerborstel,westerborstel,25782,54.220127,9.260601,destatis
SH,010515169133,Wiemerstedt,wiemerstedt,wiemerstedt,25779,54.269259,9.11111,destatis
SH,010515169136,Wrohm,wrohm,wrohm,25799,54.212642,9.379505,destatis
SH,010515169139,Süderdorf,suederdorf,suederdorf,25782,54.220732,9.343678,destatis
SH,010515169141,Süderheistedt,suederheistedt,suederheistedt,25779,54.23483,9.148463,destatis
SH,010515172048,Hemmingstedt,hemmingstedt,hemmingstedt,25770,54.147509,9.072111,destatis
SH,010515172067,Lieth,lieth,lieth,25770,54.15531,9.060773,destatis
SH,010515172069,Lohe-Rickelshof,lohe-rickelshof,lohe-rickelshof,25746,54.187725,9.065603,destatis
SH,010515172075,Neuenkirchen,neuenkirchen,neuenkirchen,25792,54.235602,8.987884,destatis
SH,010515172081,Norderwöhrden,norderwoehrden,norderwoehrden,25746,54.192783,9.000232,destatis
SH,010515172082,Nordhastedt,nordhastedt,nordhastedt,25785,54.17205,9.182991,destatis
SH,010515172087,Ostrohe,ostrohe,ostrohe,25746,54.214,9.130804,destatis
SH,010515172107,Stelle-Wittenwurth,stelle-wittenwurth,stelle-wittenwurth,25795,54.254357,9.066849,destatis
SH,010515172113,Wöhrden,woehrden,woehrden,25797,54.165463,8.994508,destatis
SH,010515172122,Weddingstedt,weddingstedt,weddingstedt,25795,54.239275,9.088863,destatis
SH,010515172130,Wesseln,wesseln,wesseln,25746,54.208327,9.075443,destatis
SH,010515175001,Albersdorf,albersdorf,albersdorf,25767,54.146557,9.283995,destatis
SH,010515175002,Arkebek,arkebek,arkebek,25767,54.160197,9.250362,destatis
SH,010515175004,Bargenstedt,bargenstedt,bargenstedt,25704,54.095594,9.144199,destatis
SH,010515175006,Barlt,barlt,barlt,25719,54.012444,9.058002,destatis
SH,010515175015,Bunsoh,bunsoh,bunsoh,25767,54.165522,9.320225,destatis
SH,010515175017,Busenwurth,busenwurth,busenwurth,25719,54.041407,9.041298,destatis
SH,010515175027,Elpersbüttel,elpersbuettel,elpersbuettel,25704,54.072963,9.047156,destatis
SH,010515175028,Epenwöhrden,epenwoehrden,epenwoehrden,25704,54.112805,9.052894,destatis
SH,010515175039,Gudendorf,gudendorf,gudendorf,25693,54.024736,9.1082,destatis
SH,010515175054,Immenstedt,immenstedt,immenstedt,25767,54.180686,9.299737,destatis
SH,010515175063,Krumstedt,krumstedt,krumstedt,25727,54.068684,9.177954,destatis
SH,010515175074,"Meldorf, Stadt",meldorf,meldorf,25704,54.090945,9.068784,destatis
SH,010515175078,Nindorf,nindorf,nindorf,25704,54.086722,9.114943,destatis
SH,010515175083,Odderade,odderade,odderade,25785,54.139384,9.190795,destatis
SH,010515175085,Offenbüttel,offenbuettel,offenbuettel,25767,54.169186,9.357994,destatis
SH,010515175086,Osterrade,osterrade,osterrade,25767,54.190212,9.353264,destatis
SH,010515175098,Sarzbüttel,sarzbuettel,sarzbuettel,25785,54.118843,9.184027,destatis
SH,010515175099,Schafstedt,schafstedt,schafstedt,25725,54.079915,9.293675,destatis
SH,010515175104,Schrum,schrum,schrum,25782,54.187229,9.251667,destatis
SH,010515175126,Wennbüttel,wennbuettel,wennbuettel,25767,54.139359,9.325945,destatis
SH,010515175134,Windbergen,windbergen,windbergen,25729,54.044978,9.117779,destatis
SH,010515175135,Wolmersdorf,wolmersdorf,wolmersdorf,25704,54.077114,9.103978,destatis
SH,010515175137,Nordermeldorf,nordermeldorf,nordermeldorf,25704,54.112068,9.013736,destatis
SH,010515175138,Tensbüttel-Röst,tensbuettel-roest,tensbuettel-roest,25767,54.105741,9.228605,destatis
SH,010515178013,Büsum,buesum,buesum,25761,54.130341,8.859577,destatis
SH,010515178014,Büsumer Deichhausen,buesumer deichhausen,buesumer deichhausen,25761,54.136175,8.890088,destatis
SH,010515178033,Friedrichsgabekoog,friedrichsgabekoog,friedrichsgabekoog,25764,54.157516,8.941082,destatis
SH,010515178043,Hedwigenkoog,hedwigenkoog,hedwigenkoog,25761,54.177985,8.840953,destatis
SH,010515178045,Hellschen-Heringsand-Unterschaar,hellschen-heringsand-unterschaar,hellschen-heringsand-unterschaar,25764,54.194536,8.872882,destatis
SH,010515178050,Hillgroven,hillgroven,hillgroven,25764,54.227921,8.874901,destatis
SH,010515178079,Norddeich,norddeich,norddeich,25764,54.218049,8.899964,destatis
SH,010515178084,Oesterdeichstrich,oesterdeichstrich,oesterdeichstrich,25761,54.158891,8.900566,destatis
SH,010515178093,Reinsbüttel,reinsbuettel,reinsbuettel,25764,54.179073,8.911057,destatis
SH,010515178105,Schülp,schuelp,schuelp,25764,54.241971,8.929943,destatis
SH,010515178108,Strübbel,struebbel,struebbel,25792,54.260389,8.971812,destatis
SH,010515178109,Süderdeich,suederdeich,suederdeich,25764,54.201711,8.91131,destatis
SH,010515178121,Warwerort,warwerort,warwerort,25761,54.141177,8.921723,destatis
SH,010515178127,"Wesselburen, Stadt",wesselburen,wesselburen,25764,54.212159,8.920686,destatis
SH,010515178128,Wesselburener Deichhausen,wesselburener deichhausen,wesselburener deichhausen,25764,54.174947,8.937237,destatis
SH,010515178129,Wesselburenerkoog,wesselburenerkoog,wesselburenerkoog,25764,54.239438,8.876475,destatis
SH,010515178132,Westerdeichstrich,westerdeichstrich,westerdeichstrich,25761,54.162006,8.863517,destatis
SH,010515178140,Oesterwurth,oesterwurth,oesterwurth,25764,54.211016,8.991292,destatis
SH,010530032032,"Geesthacht, Stadt",geesthacht,geesthacht,21502,53.433112,10.371733,destatis
SH,010530083083,"Lauenburg/ Elbe, Stadt",lauenburg/ elbe,lauenburg,21481,53.374189,10.554267,destatis
SH,010530090090,"Mölln, Stadt",moelln,moelln,23879,53.629521,10.691022,destatis
SH,010530100100,"Ratzeburg, Stadt",ratzeburg,ratzeburg,23909,53.699024,10.774492,destatis
SH,010530116116,"Schwarzenbek, Stadt",schwarzenbek,schwarzenbek,21493,53.502645,10.477663,destatis
SH,010530129129,Wentorf bei Hamburg,wentorf bei hamburg,wentorf,21465,53.491012,10.2519,destatis
SH,010535308008,Behlendorf,behlendorf,behlendorf,23919,53.699475,10.667846,destatis
SH,010535308009,Berkenthin,berkenthin,berkenthin,23919,53.734488,10.638221,destatis
SH,010535308011,Bliestorf,bliestorf,bliestorf,23847,53.768797,10.602527,destatis
SH,010535308024,Düchelsdorf,duechelsdorf,duechelsdorf,23847,53.737072,10.580373,destatis
SH,010535308034,Göldenitz,goeldenitz,goeldenitz,23919,53.722025,10.631501,destatis
SH,010535308061,Kastorf,kastorf,kastorf,23847,53.748875,10.570134,destatis
SH,010535308067,Klempau,klempau,klempau,23628,53.762851,10.660387,destatis
SH,010535308075,Krummesse,krummesse,krummesse,23628,53.780123,10.641961,destatis
SH,010535308094,Niendorf bei Berkenthin,niendorf bei berkenthin,niendorf,23919,53.702417,10.626158,destatis
SH,010535308103,Rondeshagen,rondeshagen,rondeshagen,23919,53.753642,10.629717,destatis
SH,010535308120,Sierksrade,sierksrade,sierksrade,23847,53.736555,10.600344,destatis
SH,010535313002,Alt-Mölln,alt-moelln,alt-moelln,23881,53.622775,10.658165,destatis
SH,010535313005,Bälau,baelau,baelau,23881,53.616381,10.621739,destatis
SH,010535313013,Borstorf,borstorf,borstorf,23881,53.613074,10.564234,destatis
SH,010535313014,Breitenfelde,breitenfelde,breitenfelde,23881,53.605112,10.632977,destatis
SH,010535313037,Grambek,grambek,grambek,23883,53.574025,10.68068,destatis
SH,010535313056,Hornbek,hornbek,hornbek,21514,53.5589,10.648548,destatis
SH,010535313084,Lehmrade,lehmrade,lehmrade,23883,53.5947,10.752721,destatis
SH,010535313095,Niendorf/ Stecknitz,niendorf/ stecknitz,niendorf,23881,53.587228,10.609244,destatis
SH,010535313113,Schretstaken,schretstaken,schretstaken,21493,53.586533,10.539293,destatis
SH,010535313125,Talkau,talkau,talkau,21493,53.576852,10.568741,destatis
SH,010535313134,Woltersdorf,woltersdorf,woltersdorf,21516,53.576862,10.640176,destatis
SH,010535318010,Besenthal,besenthal,besenthal,23899,53.530139,10.743239,destatis
SH,010535318015,Bröthen,broethen,broethen,21514,53.480281,10.667034,destatis
SH,010535318020,Büchen,buechen,buechen,21514,53.480926,10.616482,destatis
SH,010535318029,Fitzen,fitzen,fitzen,21514,53.493942,10.64667,destatis
SH,010535318035,Göttin,goettin,goettin,21514,53.533746,10.70343,destatis
SH,010535318046,Gudow,gudow,gudow,23899,53.555336,10.77219,destatis
SH,010535318048,Güster,guester,guester,21514,53.53952,10.680583,destatis
SH,010535318064,Klein Pampau,klein pampau,klein pampau,21514,53.512681,10.586656,destatis
SH,010535318080,Langenlehsten,langenlehsten,langenlehsten,21514,53.499907,10.740533,destatis
SH,010535318092,Müssen,muessen,muessen,21516,53.494346,10.562546,destatis
SH,010535318104,Roseburg,roseburg,roseburg,21514,53.530505,10.624215,destatis
SH,010535318115,Schulendorf,schulendorf,schulendorf,21516,53.47331,10.561815,destatis
SH,010535318119,Siebeneichen,siebeneichen,siebeneichen,21514,53.510828,10.618693,destatis
SH,010535318126,Tramm,tramm,tramm,21516,53.56324,10.614693,destatis
SH,010535318132,Witzeeze,witzeeze,witzeeze,21514,53.452652,10.610144,destatis
SH,010535323003,Aumühle,aumuehle,aumuehle,21521,53.528598,10.313492,destatis
SH,010535323012,Börnsen,boernsen,boernsen,21039,53.476743,10.285588,destatis
SH,010535323023,Dassendorf,dassendorf,dassendorf,21521,53.488608,10.372665,destatis
SH,010535323028,Escheburg,escheburg,escheburg,21039,53.46713,10.309429,destatis
SH,010535323050,Hamwarde,hamwarde,hamwarde,21502,53.452847,10.421397,destatis
SH,010535323053,Hohenhorn,hohenhorn,hohenhorn,21526,53.475734,10.367611,destatis
SH,010535323072,Kröppelshagen-Fahrendorf,kroeppelshagen-fahrendorf,kroeppelshagen-fahrendorf,21529,53.488589,10.315197,destatis
SH,010535323131,Wiershop,wiershop,wiershop,21502,53.442501,10.451895,destatis
SH,010535323133,Wohltorf,wohltorf,wohltorf,21521,53.517253,10.291254,destatis
SH,010535323135,Worth,worth,worth,21502,53.467545,10.408431,destatis
SH,010535343006,Basedow,basedow,basedow,21483,53.416151,10.583592,destatis
SH,010535343019,Buchhorst,buchhorst,buchhorst,21481,53.384993,10.568335,destatis
SH,010535343022,Dalldorf,dalldorf,dalldorf,21483,53.435521,10.610487,destatis
SH,010535343058,Juliusburg,juliusburg,juliusburg,21483,53.41715,10.506484,destatis
SH,010535343073,Krüzen,kruezen,kruezen,21483,53.401518,10.527113,destatis
SH,010535343074,Krukow,krukow,krukow,21483,53.418864,10.478187,destatis
SH,010535343082,Lanze,lanze,lanze,21483,53.386341,10.604387,destatis
SH,010535343087,Lütau,luetau,luetau,21483,53.435861,10.545404,destatis
SH,010535343111,Schnakenbek,schnakenbek,schnakenbek,21481,53.385426,10.50018,destatis
SH,010535343128,Wangelau,wangelau,wangelau,21483,53.453726,10.546567,destatis
SH,010535358001,Albsfelde,albsfelde,albsfelde,23909,53.679957,10.694451,destatis
SH,010535358004,Bäk,baek,baek,23909,53.716345,10.787081,destatis
SH,010535358016,Brunsmark,brunsmark,brunsmark,23883,53.617106,10.750236,destatis
SH,010535358018,Buchholz,buchholz,buchholz,23911,53.731393,10.745377,destatis
SH,010535358026,Einhaus,einhaus,einhaus,23911,53.714136,10.725697,destatis
SH,010535358030,Fredeburg,fredeburg,fredeburg,23909,53.674253,10.72727,destatis
SH,010535358033,Giesensdorf,giesensdorf,giesensdorf,23909,53.688273,10.713651,destatis
SH,010535358040,Groß Disnack,gross disnack,gross disnack,23911,53.741974,10.69059,destatis
SH,010535358041,Groß Grönau,gross groenau,gross groenau,23627,53.801387,10.750476,destatis
SH,010535358043,Groß Sarau,gross sarau,gross sarau,23627,53.771827,10.737415,destatis
SH,010535358051,Harmsdorf,harmsdorf,harmsdorf,23911,53.700407,10.725868,destatis
SH,010535358054,Hollenbek,hollenbek,hollenbek,23883,53.592298,10.819794,destatis
SH,010535358057,Horst,horst,horst,23883,53.638591,10.77065,destatis
SH,010535358062,Kittlitz,kittlitz,kittlitz,23911,53.664141,10.918244,destatis
SH,010535358066,Klein Zecher,klein zecher,klein zecher,23883,53.577268,10.873547,destatis
SH,010535358078,Kulpin,kulpin,kulpin,23911,53.71009,10.695812,destatis
SH,010535358088,Mechow,mechow,mechow,23909,53.717556,10.801815,destatis
SH,010535358093,Mustin,mustin,mustin,23911,53.68453,10.886235,destatis
SH,010535358098,Pogeez,pogeez,pogeez,23911,53.750929,10.729435,destatis
SH,010535358102,Römnitz,roemnitz,roemnitz,23909,53.710121,10.768957,destatis
SH,010535358107,Salem,salem,salem,23911,53.656405,10.827965,destatis
SH,010535358110,Schmilau,schmilau,schmilau,23911,53.664589,10.75597,destatis
SH,010535358117,Seedorf,seedorf,seedorf,23883,53.619223,10.866858,destatis
SH,010535358123,Sterley,sterley,sterley,23883,53.620115,10.817631,destatis
SH,010535358136,Ziethen,ziethen,ziethen,23911,53.693695,10.809322,destatis
SH,010535373007,Basthorst,basthorst,basthorst,21493,53.576616,10.47139,destatis
SH,010535373017,Brunstorf,brunstorf,brunstorf,21524,53.491554,10.425938,destatis
SH,010535373021,Dahmker,dahmker,dahmker,22946,53.587821,10.444516,destatis
SH,010535373027,Elmenhorst,elmenhorst,elmenhorst,21493,53.544876,10.537551,destatis
SH,010535373031,Fuhlenhagen,fuhlenhagen,fuhlenhagen,21493,53.572959,10.5266,destatis
SH,010535373036,Grabau,grabau,grabau,21493,53.513609,10.519825,destatis
SH,010535373042,Groß Pampau,gross pampau,gross pampau,21493,53.521808,10.560301,destatis
SH,010535373045,Grove,grove,grove,21493,53.528123,10.492067,destatis
SH,010535373047,Gülzow,guelzow,guelzow,21483,53.442249,10.490939,destatis
SH,010535373049,Hamfelde,hamfelde,hamfelde,22929,53.597194,10.44893,destatis
SH,010535373052,Havekost,havekost,havekost,21493,53.539918,10.473088,destatis
SH,010535373059,Kankelau,kankelau,kankelau,21514,53.549311,10.56832,destatis
SH,010535373060,Kasseburg,kasseburg,kasseburg,22929,53.567213,10.415399,destatis
SH,010535373070,Köthel,koethel,koethel,22929,53.606936,10.510002,destatis
SH,010535373071,Kollow,kollow,kollow,21527,53.463155,10.458784,destatis
SH,010535373076,Kuddewörde,kuddewoerde,kuddewoerde,22958,53.587291,10.401901,destatis
SH,010535373089,Möhnsen,moehnsen,moehnsen,21493,53.559974,10.469197,destatis
SH,010535373091,Mühlenrade,muehlenrade,muehlenrade,21493,53.595838,10.48775,destatis
SH,010535373106,Sahms,sahms,sahms,21493,53.525807,10.532723,destatis
SH,010535391025,Duvensee,duvensee,duvensee,23898,53.693029,10.568351,destatis
SH,010535391038,Grinau,grinau,grinau,23847,53.775447,10.549505,destatis
SH,010535391039,Groß Boden,gross boden,gross boden,23847,53.752722,10.452871,destatis
SH,010535391044,Groß Schenkenberg,gross schenkenberg,gross schenkenberg,23860,53.793492,10.56488,destatis
SH,010535391068,Klinkrade,klinkrade,klinkrade,23898,53.716092,10.55033,destatis
SH,010535391069,Koberg,koberg,koberg,23881,53.639594,10.52596,destatis
SH,010535391077,Kühsen,kuehsen,kuehsen,23898,53.682661,10.615824,destatis
SH,010535391079,Labenz,labenz,labenz,23898,53.708352,10.524596,destatis
SH,010535391081,Lankau,lankau,lankau,23881,53.667879,10.665636,destatis
SH,010535391085,Linau,linau,linau,22959,53.643933,10.46755,destatis
SH,010535391086,Lüchow,luechow,luechow,23898,53.690744,10.529518,destatis
SH,010535391096,Nusse,nusse,nusse,23896,53.65908,10.575979,destatis
SH,010535391097,Panten,panten,panten,23896,53.664571,10.61977,destatis
SH,010535391099,Poggensee,poggensee,poggensee,23896,53.640102,10.579484,destatis
SH,010535391101,Ritzerau,ritzerau,ritzerau,23896,53.663003,10.567545,destatis
SH,010535391108,Sandesneben,sandesneben,sandesneben,23898,53.68797,10.496793,destatis
SH,010535391109,Schiphorst,schiphorst,schiphorst,23847,53.708361,10.461627,destatis
SH,010535391112,Schönberg,schoenberg,schoenberg,22929,53.677154,10.433054,destatis
SH,010535391114,Schürensöhlen,schuerensoehlen,schuerensoehlen,23847,53.763455,10.47204,destatis
SH,010535391118,Siebenbäumen,siebenbaeumen,siebenbaeumen,23847,53.749557,10.525162,destatis
SH,010535391121,Sirksfelde,sirksfelde,sirksfelde,23898,53.66533,10.509773,destatis
SH,010535391122,Steinhorst,steinhorst,steinhorst,23847,53.719989,10.48343,destatis
SH,010535391124,Stubben,stubben,stubben,23847,53.732928,10.43068,destatis
SH,010535391127,Walksfelde,walksfelde,walksfelde,23896,53.631901,10.575101,destatis
SH,010535391130,Wentorf (Amt Sandesneben),wentorf (amt sandesneben),wentorf,23898,53.67663,10.474911,destatis
SH,010540033033,"Friedrichstadt, Stadt",friedrichstadt,friedrichstadt,25840,54.37346,9.087943,destatis
SH,010540056056,"Husum, Stadt",husum,husum,25813,54.476434,9.051328,destatis
SH,010540108108,Reußenköge,reussenkoege,reussenkoege,25821,54.620428,8.883096,destatis
SH,010540138138,"Tönning, Stadt",toenning,toenning,25832,54.31662,8.941868,destatis
SH,010540168168,Sylt,sylt,sylt,25980,54.90786,8.30875,destatis
SH,010545417035,"Garding, Kirchspiel",garding,garding,25836,54.317383,8.78356,destatis
SH,010545417036,"Garding, Stadt",garding,garding,25836,54.327962,8.778217,destatis
SH,010545417040,Grothusenkoog,grothusenkoog,grothusenkoog,25836,54.302739,8.759033,destatis
SH,010545417063,Katharinenheerd,katharinenheerd,katharinenheerd,25836,54.335199,8.828074,destatis
SH,010545417072,Kotzenbüll,kotzenbuell,kotzenbuell,25832,54.332136,8.905393,destatis
SH,010545417090,Norderfriedrichskoog,norderfriedrichskoog,norderfriedrichskoog,25870,54.400271,8.893583,destatis
SH,010545417095,Oldenswort,oldenswort,oldenswort,25870,54.372931,8.94255,destatis
SH,010545417100,Osterhever,osterhever,osterhever,25836,54.385302,8.765219,destatis
SH,010545417104,Poppenbüll,poppenbuell,poppenbuell,25836,54.361585,8.761168,destatis
SH,010545417113,Sankt Peter-Ording,sankt peter-ording,sankt peter-ording,25826,54.302281,8.640495,destatis
SH,010545417134,Tating,tating,tating,25881,54.325497,8.708512,destatis
SH,010545417135,Tetenbüll,tetenbuell,tetenbuell,25882,54.352013,8.828234,destatis
SH,010545417140,Tümlauer Koog,tuemlauer koog,tuemlauer koog,25881,54.348337,8.689757,destatis
SH,010545417145,Vollerwiek,vollerwiek,vollerwiek,25836,54.290681,8.794694,destatis
SH,010545417148,Welt,welt,welt,25836,54.302402,8.79406,destatis
SH,010545417150,Westerhever,westerhever,westerhever,25881,54.382315,8.67563,destatis
SH,010545439046,Hörnum (Sylt),hoernum (sylt),hoernum,25997,54.756098,8.287218,destatis
SH,010545439061,Kampen (Sylt),kampen (sylt),kampen,25999,54.955508,8.342294,destatis
SH,010545439078,List auf Sylt,list auf sylt,list auf sylt,25992,55.020026,8.436183,destatis
SH,010545439149,Wenningstedt-Braderup (Sylt),wenningstedt-braderup (sylt),wenningstedt-braderup,25996,54.931063,8.319785,destatis
SH,010545453003,Ahrenviöl,ahrenvioel,ahrenvioel,25885,54.531254,9.206895,destatis
SH,010545453004,Ahrenviölfeld,ahrenvioelfeld,ahrenvioelfeld,25885,54.534607,9.274084,destatis
SH,010545453011,Behrendorf,behrendorf,behrendorf,25850,54.565192,9.223509,destatis
SH,010545453013,Bondelum,bondelum,bondelum,25850,54.556555,9.26682,destatis
SH,010545453041,Haselund,haselund,haselund,25855,54.591683,9.182961,destatis
SH,010545453057,Immenstedt,immenstedt,immenstedt,25885,54.541449,9.162503,destatis
SH,010545453079,Löwenstedt,loewenstedt,loewenstedt,25864,54.621612,9.174887,destatis
SH,010545453092,Norstedt,norstedt,norstedt,25884,54.588429,9.129313,destatis
SH,010545453101,Oster-Ohrstedt,oster-ohrstedt,oster-ohrstedt,25885,54.514539,9.227445,destatis
SH,010545453118,Schwesing,schwesing,schwesing,25813,54.493899,9.134622,destatis
SH,010545453123,Sollwitt,sollwitt,sollwitt,25884,54.594606,9.228482,destatis
SH,010545453144,Viöl,vioel,vioel,25884,54.568875,9.180557,destatis
SH,010545453152,Wester-Ohrstedt,wester-ohrstedt,wester-ohrstedt,25885,54.507226,9.190063,destatis
SH,010545459039,Gröde,groede,groede,25869,54.631686,8.717443,destatis
SH,010545459050,Hallig Hooge,hallig hooge,hallig hooge,25859,54.566389,8.550938,destatis
SH,010545459074,Langeneß,langeness,langeness,25863,54.637917,8.594129,destatis
SH,010545459103,Pellworm,pellworm,pellworm,25849,54.518632,8.686238,destatis
SH,010545488005,Alkersum,alkersum,alkersum,25938,54.708245,8.511244,destatis
SH,010545488015,Borgsum,borgsum,borgsum,25938,54.699989,8.460009,destatis
SH,010545488025,Dunsum,dunsum,dunsum,25938,54.730715,8.414572,destatis
SH,010545488083,Midlum,midlum,midlum,25938,54.714878,8.518625,destatis
SH,010545488085,Nebel,nebel,nebel,25946,54.650612,8.353658,destatis
SH,010545488087,Nieblum,nieblum,nieblum,25938,54.691947,8.489439,destatis
SH,010545488089,Norddorf auf Amrum,norddorf auf amrum,norddorf auf amrum,25946,54.679638,8.332935,destatis
SH,010545488094,Oevenum,oevenum,oevenum,25938,54.710109,8.530541,destatis
SH,010545488098,Oldsum,oldsum,oldsum,25938,54.732075,8.447735,destatis
SH,010545488129,Süderende,suederende,suederende,25938,54.725601,8.439339,destatis
SH,010545488143,Utersum,utersum,utersum,25938,54.714455,8.407243,destatis
SH,010545488158,Witsum,witsum,witsum,25938,54.698516,8.44106,destatis
SH,010545488160,Wittdün auf Amrum,wittduen auf amrum,wittduen auf amrum,25946,54.626534,8.392971,destatis
SH,010545488163,Wrixum,wrixum,wrixum,25938,54.699012,8.549002,destatis
SH,010545488164,"Wyk auf Föhr, Stadt",wyk auf foehr,wyk auf foehr,25938,54.691093,8.567212,destatis
SH,010545489001,Achtrup,achtrup,achtrup,25917,54.788981,9.028319,destatis
SH,010545489009,Aventoft,aventoft,aventoft,25927,54.901249,8.822142,destatis
SH,010545489016,Bosbüll,bosbuell,bosbuell,25899,54.822786,8.860437,destatis
