clinic_id,name,town,operator,landkreis,regierungsbezirk,status,versorgungsstufe,traegerart,beds,day_places,fachrichtungen,parse_quality,source,website,careers_url,ats_type
18712,kbo-Inn-Salzach-Klinikum Wasserburg am Inn,Wasserburg am Inn,kbo-Inn-Salzach-Klinikum gGmbH,Landkreis Rosenheim,Oberbayern,Plan-KH,Fachkrankenhaus,oeffentlich,518,25,NEU|PSO|PSY|SON,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",http://www.kbo-isk.de,https://kbo-isk.de/karriere,typo3_jobs
18713,Simssee Klinik,Bad Endorf,Simssee Klinik GmbH,Landkreis Rosenheim,Oberbayern,Plan-KH,Fachkrankenhaus,privat,179,0,CHI|PSO,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",https://www.simssee-klinik.de,https://www.simssee-klinik.de/karriere/,
18715,RoMed Klinik Prien am Chiemsee,Prien am Chiemsee,Kliniken der Stadt und des Landkreises Rosenheim GmbH,Landkreis Rosenheim,Oberbayern,Plan-KH,Grundversorgung (I),oeffentlich,140,0,CHI|GYN|HNO|INN|URO,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",http://www.romed-kliniken.de,https://romed-jobs.de/de/jobs/,dvinci
18716,Schön Klinik Roseneck,Prien am Chiemsee,Schön Klinik Roseneck SE & Co. KG,Landkreis Rosenheim,Oberbayern,Plan-KH,Fachkrankenhaus,privat,234,30,PSO,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",https://www.schoen-klinik.de,https://jobs.schoen-klinik.de/stellenangebote.html?search_mode=0&search_mode=job_filter_advanced&filter%5Bradius_search_range%5D=10,rexx
18717,Schön Klinik Bad Aibling,Bad Aibling,Schön Klinik Bad Aibling SE & Co. KG,Landkreis Rosenheim,Oberbayern,Plan-KH,Fachkrankenhaus,privat,287,28,CHI|INN|NEU|HD,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",http://www.schoen-klinik.de,https://jobs.schoen-klinik.de/stellenangebote.html?search_mode=0&search_mode=job_filter_advanced&filter%5Bradius_search_range%5D=10,rexx
18718,kbo-Heckscher-Klinikum Wasserburg am Inn,Wasserburg am Inn,kbo-Heckscher-Klinikum gGmbH,Landkreis Rosenheim,Oberbayern,Plan-KH,Fachkrankenhaus,oeffentlich,20,0,KJP,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",https://kbo-heckscher-klinikum.de,https://kbo-heckscher-klinikum.de/arbeiten-bei-uns,typo3_jobs
18719,Clinicum St. Georg,Bad Aibling,Clinicum St. Georg GmbH & Co. KG,Landkreis Rosenheim,Oberbayern,Plan-KH,Fachkrankenhaus,privat,15,0,INN,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",https://www.klinik-st-georg.de,https://clinicum-stgeorg.de/karriere,
18720,Medical Park Chiemseeblick,Bernau am Chiemsee,Medical Park Chiemseeblick GmbH & Co. KG,Landkreis Rosenheim,Oberbayern,Plan-KH,Fachkrankenhaus,privat,136,0,PSO,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",https://chiemseeblick.medicalpark.de,https://karriere.medicalpark.de/,
18721,Klinik St. Irmingard,Prien am Chiemsee,Klinik St. Irmingard GmbH,Landkreis Rosenheim,Oberbayern,Plan-KH,Fachkrankenhaus,privat,75,0,PSO,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",http://www.st-irmingard.de,https://www.st-irmingard.de/klinik-fuer-psychosomatische-medizin-und-psychotherapie/karriere/,
18801,Klinikum Starnberg,Starnberg,Kreiskrankenhaus Starnberg GmbH,Landkreis Starnberg,Oberbayern,Plan-KH,Grundversorgung (I),oeffentlich,308,4,CHI|GUG|HNO|INN|KIN|NEU|URO,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",https://www.klinikum-starnberg.de,https://www.starnberger-kliniken.de/de/mvz-praxen/fachbereiche/offene-stellen.htm,softgarden
18802,Benedictus Krankenhaus Tutzing,Tutzing,Benedictus Krankenhaus Tutzing GmbH & Co.KG,Landkreis Starnberg,Oberbayern,Plan-KH,Grundversorgung (I),privat,160,0,CHI|INN,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",http://www.krankenhaus-tutzing.de,https://www.krankenhaus-tutzing.de/karriere,bite
18803,Klinikum Herrsching Schindlbeck,Herrsching,Dr. Schindlbeck Klinik Seefeld/Herrsching GmbH,Landkreis Starnberg,Oberbayern,Plan-KH,Fachkrankenhaus,oeffentlich,110,14,INN|HD,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",http://www.klinikum-herrsching.de,https://www.starnberger-kliniken.de/de/mvz-praxen/fachbereiche/offene-stellen.htm,softgarden
18804,Klinikum Seefeld,Seefeld,Dr. Schindlbeck Klinik Seefeld/Herrsching GmbH,Landkreis Starnberg,Oberbayern,Plan-KH,Grundversorgung (I),oeffentlich,72,0,CHI|INN,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",https://www.klinikum-seefeld.de,https://www.starnberger-kliniken.de/de/mvz-praxen/fachbereiche/offene-stellen.htm,softgarden
18808,"Marianne-Strauß-Klinik, Behandlungszentrum Kempfenhausen",Berg,Behandlungszentrum Kempfenhausen für Multiple Sklerose Kranke gGmbH,Landkreis Starnberg,Oberbayern,Plan-KH,Fachkrankenhaus,oeffentlich,120,15,NEU,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",http://www.ms-klinik.de,https://www.ms-klinik.de/karriere,smartrecruiters
18809,Klinikum Fünfseenland Gauting,Gauting,Klinikum Fünfseenland Gauting GmbH,Landkreis Starnberg,Oberbayern,Plan-KH,Fachkrankenhaus,privat,130,10,PSY,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",https://www.klinikum-fuenfseenland.de,,
18810,kbo-Heckscher-Klinikum Rottmannshöhe,Berg,kbo-Heckscher-Klinikum gGmbH,Landkreis Starnberg,Oberbayern,Plan-KH,Fachkrankenhaus,oeffentlich,40,4,KJP,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",https://kbo-heckscher-klinikum.de,https://kbo-heckscher-klinikum.de/arbeiten-bei-uns,typo3_jobs
18811,Asklepios Lungenklink Gauting,Gauting,Asklepios Klinik Gauting GmbH,Landkreis Starnberg,Oberbayern,Plan-KH,Fachkrankenhaus,privat,250,0,INN,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",http://www.asklepios.com,https://www.asklepios.com/karriere/jobs,
18813,Benedictus Krankenhaus Feldafing,Feldafing,Benedictus Krankenhaus Feldafing GmbH & Co. KG,Landkreis Starnberg,Oberbayern,Plan-KH,Fachkrankenhaus,privat,70,25,INN|NEU,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",https://www.klinik-feldafing.de,https://www.klinik-feldafing.de/karriere/stellenangebote,bite
18901,Klinikum Traunstein,Traunstein,Kliniken Südostbayern AG,Landkreis Traunstein,Oberbayern,Plan-KH,Schwerpunkt (II),oeffentlich,548,38,AUG|CHI|GUG|HNO|INN|KCH|KIN|NCH|NEU|STR|URO|HD,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",http://www.kliniken-suedostbayern.de,https://jobs.kliniken-suedostbayern.de/stellenangebote.html,rexx
18902,Kreisklinik Trostberg,Trostberg,Kliniken Südostbayern AG,Landkreis Traunstein,Oberbayern,Plan-KH,Grundversorgung (I),oeffentlich,223,0,CHI|GYN|INN,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",http://www.kliniken-suedostbayern.de,https://jobs.kliniken-suedostbayern.de/stellenangebote.html,rexx
18905,Salzachklinik Fridolfing,Fridolfing,Gemeinde Fridolfing,Landkreis Traunstein,Oberbayern,Plan-KH,Grundversorgung (I),oeffentlich,45,0,CHI|INN,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",http://www.salzachklinik-fridolfing.de,https://www.salzachklinik-fridolfing.de/jobs-op,
19001,Krankenhaus Schongau,Schongau,Krankenhaus GmbH Landkreis Weilheim-Schongau,Landkreis Weilheim-Schongau,Oberbayern,Plan-KH,Grundversorgung (I),oeffentlich,40,10,CHI|INN,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",https://sogesund.care,https://www.meinkrankenhaus2030.de/karriere/stellenboerse,
19002,Krankenhaus Weilheim,Weilheim,Krankenhaus GmbH Landkreis Weilheim-Schongau,Landkreis Weilheim-Schongau,Oberbayern,Plan-KH,Grundversorgung (I),oeffentlich,220,0,CHI|GUG|HNO|INN|URO,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",https://www.meinkrankenhaus2030.de,https://www.meinkrankenhaus2030.de/karriere/stellenboerse,
19003,Klinikum Penzberg,Penzberg,Krankenhaus Penzberg GmbH,Landkreis Weilheim-Schongau,Oberbayern,Plan-KH,Grundversorgung (I),oeffentlich,100,0,CHI|GYN|HNO|INN,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",https://www.klinikum-penzberg.de,https://www.starnberger-kliniken.de/de/mvz-praxen/fachbereiche/offene-stellen.htm,softgarden
19005,kbo-Lech-Mangfall-Klinik Peißenberg,Peißenberg,kbo-Lech-Mangfall-Kliniken gGmbH,Landkreis Weilheim-Schongau,Oberbayern,Plan-KH,Fachkrankenhaus,oeffentlich,0,30,PSY,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",http://www.kbo-lmk.de,https://kbo-lmk.de/karriere/stellenangebote,typo3_jobs
26103,Kinderkrankenhaus St. Marien Landshut,Landshut,Kinderkrankenhaus St. Marien gGmbH,Kreisfreie Stadt Landshut,Niederbayern,Plan-KH,Fachkrankenhaus,oeffentlich,120,1,KCH|KIN,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",http://www.kinderkrankenhaus-landshut.de,https://www.la-regio-kliniken.de/stellenportal,typo3_jobs
26107,Bezirkskrankenhaus Landshut,Landshut,Bezirk Niederbayern,Kreisfreie Stadt Landshut,Niederbayern,Plan-KH,Fachkrankenhaus,oeffentlich,260,38,KJP|PSO|PSY,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",http://www.bkh-landshut.de,https://www.bkh-landshut.de/stellenangebote/,mein-check-in
26108,LA-Regio Kliniken Landshut,Landshut,"LA-Regio Kliniken gKU, AdöR des Landkreises und der Stadt Landshut",Kreisfreie Stadt Landshut,Niederbayern,Plan-KH,Schwerpunkt (II),oeffentlich,862,48,AUG|CHI|GUG|HNO|INN|MKG|NCH|NEU|NUK|STR|URO|HD,new_2026_verified,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",,,
26201,Klinikum Passau,Passau,Kreisfreie Stadt Passau,Kreisfreie Stadt Passau,Niederbayern,Plan-KH,Schwerpunkt (II),oeffentlich,660,18,AUG|CHI|GUG|HCH|HNO|INN|MKG|NEU|NUK|STR|URO|HD,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",http://www.klinikum-passau.de,https://www.klinikum-passau.de/beruf-karriere/offene-stellen,klinikum_passau
26202,Kinderklinik Dritter Orden Passau,Passau,Ordenskliniken München-Passau gGmbH,Kreisfreie Stadt Passau,Niederbayern,Plan-KH,Fachkrankenhaus,freigemeinnuetzig,80,5,KCH|KIN,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",https://www.kinderklinik-passau.de,https://ichbindannmalhier.bayern/,
26204,Bezirkskrankenhaus Passau - Fachklinik für Kinderund Jugendpsychiatrie und Psychotherapie,Passau,Bezirk Niederbayern,Kreisfreie Stadt Passau,Niederbayern,Plan-KH,Fachkrankenhaus,oeffentlich,0,18,KJP,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",http://www.bkh-landshut.de,https://www.bkh-landshut.de/stellenangebote/,mein-check-in
26205,Bezirkskrankenhaus Passau - Fachklinik für Erwachsenenpsychiat rie und Psychotherapie,Passau,Bezirk Niederbayern,Kreisfreie Stadt Passau,Niederbayern,Plan-KH,Fachkrankenhaus,oeffentlich,60,30,PSO|PSY,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",http://www.bkh-passau.de,https://www.bkh-passau.de/karriere/,
26206,Psychosomatische Tagesklinik Passau (PTP),Passau,Landkreis Passau Krankenhaus gGmbH,Kreisfreie Stadt Passau,Niederbayern,Plan-KH,Fachkrankenhaus,oeffentlich,0,25,PSO,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",http://ge-passau.de,https://karriere.ge-passau.de,
26301,"Barmherzige Brüder Klinikum St. Elisabeth, Straubing",Straubing,Barmherzige Brüder Klinikum St. Elisabeth Straubing GmbH,Kreisfreie Stadt Straubing,Niederbayern,Plan-KH,Schwerpunkt (II),freigemeinnuetzig,475,0,AUG|CHI|GUG|HNO|INN|MKG|NEU|URO,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",https://www.klinikum-straubing.de,https://www.klinikum-straubing.de/karriere/offene-stellen.html,typo3_jobs
27104,Fachklinik Osterhofen,Osterhofen,Fachklinik Osterhofen GmbH,Landkreis Deggendorf,Niederbayern,Plan-KH,Fachkrankenhaus,privat,127,0,CHI,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",http://www.fachklinik-osterhofen.de,https://www.fachklinik-osterhofen.de/stellenangebot/facharzt-innere-medizin-als-oberarzt-m-w-vollzeit/,
27105,Bezirksklinikum Mainkofen,Deggendorf,Bezirk Niederbayern,Landkreis Deggendorf,Niederbayern,Plan-KH,Fachkrankenhaus,oeffentlich,562,0,NEU|PSO|PSY,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",http://www.mainkofen.de,https://mainkofen.de/karriere-bkm/aktuelle-jobs/,mein-check-in
27106,DONAUISAR Klinikum Deggendorf,Deggendorf,DONAUISAR Klinikum Deggendorf-Dingolfing-Landau gKU,Landkreis Deggendorf,Niederbayern,Plan-KH,Schwerpunkt (II),oeffentlich,465,15,AUG|CHI|GUG|HNO|INN|KIN|MKG|NCH|NEU|URO|HD,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",http://www.bkh-landshut.de,https://www.bkh-landshut.de/stellenangebote/,mein-check-in
27107,Tagesklinik für KJP am Klinikum Deggendorf,Deggendorf,Bezirk Nieder-bayern,Landkreis Deggendorf,Niederbayern,Plan-KH,Fachkrankenhaus,oeffentlich,0,15,KJP,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",,,
27108,Klinik Angermühle Deggendorf,Deggendorf,Klinik Angermühle GmbH,Landkreis Deggendorf,Niederbayern,Plan-KH,Fachkrankenhaus,privat,18,53,PSO,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",http://www.klinik-angermuehle.de,https://www.klinik-angermuehle.de/jobs/,
27201,Kreiskrankenhaus Grafenau,Grafenau,Kliniken am Goldenen Steig gGmbH,Landkreis Freyung-Grafenau,Niederbayern,Plan-KH,Grundversorgung (I),oeffentlich,105,0,INN|URO,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",,,
27204,Kreiskrankenhaus Freyung,Freyung,Kliniken am Goldenen Steig gGmbH,Landkreis Freyung-Grafenau,Niederbayern,Plan-KH,Grundversorgung (I),oeffentlich,260,0,CHI|GUG|HNO|INN|PSO,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",,,
27301,Caritas-Krankenhaus St. Lukas,Kelheim,Caritas Krankenhaus St. Lukas GmbH,Landkreis Kelheim,Niederbayern,Plan-KH,Grundversorgung (I),freigemeinnuetzig,200,0,CHI|GUG|HNO|INN|URO,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",https://csl-kelheim.de,https://www.mein-check-in.de/csl-kelheim/overview,mein-check-in
27302,Krankenhaus Mainburg,Mainburg,Ilmtalklinik GmbH,Landkreis Kelheim,Niederbayern,Plan-KH,Grundversorgung (I),oeffentlich,60,0,INN,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",http://www.ilmtalklinik.de,,
27306,Asklepios Klinikum Bad Abbach,Bad Abbach,Asklepios Klinikum Bad Abbach GmbH,Landkreis Kelheim,Niederbayern,Plan-KH,Fachkrankenhaus,privat,200,0,CHI|INN,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",http://www.asklepios.com,https://www.asklepios.com/karriere/jobs,
27307,Passauer Wolf Bad Gögging - Klinik für Neurologie,Neustadt an der Donau,Passauer Wolf Bad Gögging GmbH & Co. KG,Landkreis Kelheim,Niederbayern,Plan-KH,Fachkrankenhaus,privat,40,0,NEU,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",https://www.passauerwolf.de,https://karriere.passauerwolf.de/,softgarden
27401,LAKUMED Krankenhaus Vilsbiburg,Vilsbiburg,"Landshuter KU für medizinische Versorgung, AöR - La.KUMed-",Landkreis Landshut,Niederbayern,Plan-KH,Grundversorgung (I),oeffentlich,185,10,CHI|GUG|INN,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",,,
27402,Schlossklinik Rottenburg,Rottenburg,"Landshuter KU für medizinische Versorgung, AöR - La.KUMed-",,Niederbayern,Plan-KH,Grundversorgung (I),oeffentlich,20,0,INN,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",http://www.lakumed.de,https://www.la-regio-kliniken.de/stellenportal,typo3_jobs
27501,Kreiskrankenhaus Rotthalmünster,Rotthalmünster,Landkreis Passau Krankenhaus gGmbH,Landkreis Passau,Niederbayern,Plan-KH,Grundversorgung (I),oeffentlich,200,0,CHI|GYN|HNO|INN|URO,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",,,
27502,Kreiskrankenhaus Vilshofen,Vilshofen,Landkreis Passau Krankenhaus gGmbH,Landkreis Passau,Niederbayern,Plan-KH,Grundversorgung (I),oeffentlich,200,0,CHI|GYN|INN,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",,,
27503,Kreiskrankenhaus Wegscheid,Wegscheid,Landkreis Passau Krankenhaus gGmbH,Landkreis Passau,Niederbayern,Plan-KH,Grundversorgung (I),oeffentlich,79,0,CHI|GYN|INN|PSO,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",,,
27509,Fachklinik Johannesbad Bad Füssing,Bad Füssing,Johannesbad Reha-Kliniken GmbH & Co. KG,Landkreis Passau,Niederbayern,Plan-KH,Fachkrankenhaus,privat,70,0,CHI|PSO,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",https://www.johannesbad-medizin.com,https://www.johannesbad.com/karriere,
27510,Fachklinik St. Lukas,Bad Griesbach,Fachklinik St. Lukas GmbH,Landkreis Passau,Niederbayern,Plan-KH,Fachkrankenhaus,privat,80,0,PSO,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",http://www.fachklinik-sankt-lukas.de,https://www.fachklinik-sankt-lukas.de/jobs-und-karriere/,
27511,Passauer Wolf Bad Griesbach - Klinik für Neurologie,Bad Griesbach,Passauer Wolf Bad Griesbach GmbH & Co. KG,Landkreis Passau,Niederbayern,Plan-KH,Fachkrankenhaus,privat,25,0,NEU,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",https://www.passauerwolf.de,https://karriere.passauerwolf.de/,softgarden
27601,ARBERLANDKlinik Zwiesel,Zwiesel,Arberlandkliniken KU,Landkreis Regen,Niederbayern,Plan-KH,Grundversorgung (I),oeffentlich,166,0,CHI|GUG|HNO|INN,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",https://www.arberlandkliniken.de,https://jobs.arberlandkliniken.de/,bite
27602,ARBERLANDKlinik Viechtach,Viechtach,Arberlandkliniken KU,Landkreis Regen,Niederbayern,Plan-KH,Grundversorgung (I),oeffentlich,166,0,CHI|HNO|INN,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",https://www.arberlandkliniken.de,https://jobs.arberlandkliniken.de/,bite
27701,Psychosomatische Fachklinik Simbach am Inn,Simbach am Inn,KU Rottal-Inn-Kliniken,Landkreis Rottal-Inn,Niederbayern,Plan-KH,Fachkrankenhaus,oeffentlich,190,0,PSO,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",https://www.rottalinnkliniken.de,https://karriere.rottalinnkliniken.de/offene-stellen/,pi_asp
27702,Kreiskrankenhaus Pfarrkirchen,Pfarrkirchen,KU Rottal-Inn-Kliniken,Landkreis Rottal-Inn,Niederbayern,Plan-KH,Fachkrankenhaus,oeffentlich,80,0,CHI|INN,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",https://www.rottalinnkliniken.de,https://karriere.rottalinnkliniken.de/offene-stellen/,pi_asp
27705,Kreiskrankenhaus Eggenfelden,Eggenfelden,KU Rottal-Inn-Kliniken,Landkreis Rottal-Inn,Niederbayern,Plan-KH,Grundversorgung (I),oeffentlich,275,0,CHI|GUG|HNO|INN|URO,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",https://www.rottalinnkliniken.de,https://karriere.rottalinnkliniken.de/offene-stellen/,pi_asp
27706,AMEOS Klinikum Inntal,Simbach am Inn,AMEOS Klinikum Inntal GmbH,Rottal-Inn,Niederbayern,Plan-KH,Fachkrankenhaus,privat,60,0,PSO,new_2026_verified,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",https://karriere.ameos.eu/offene-stellen/,self_hosted
27801,Klinik Bogen,Bogen,"Kreiskliniken Bogen-Mallersdorf, AöR",Landkreis Straubing-Bogen,Niederbayern,Plan-KH,Grundversorgung (I),oeffentlich,120,0,CHI|GYN|HNO|INN,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",http://www.klinik-bogen.de,https://www.kreiskliniken-bogen-mallersdorf.de/klinik-bogen/karriere/ausbildung.html,bite
27803,Orthopädische Klinik Schwarzach,Schwarzach,Pfarrer-Michael-Graf-Stiftung,Landkreis Straubing-Bogen,Niederbayern,Plan-KH,Fachkrankenhaus,freigemeinnuetzig,105,0,CHI,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",http://www.klinik-schwarzach.de,https://www.klinik-schwarzach.de/beruf-karriere/stellenangebote,typo3_jobs
27805,Klinik Mallersdorf,Mallersdorf-Pfaffenberg,"Kreiskliniken Bogen-Mallersdorf, AöR",Landkreis Straubing-Bogen,Niederbayern,Plan-KH,Grundversorgung (I),oeffentlich,145,0,CHI|INN|URO,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",http://www.klinik-mallersdorf.de,https://www.kreiskliniken-bogen-mallersdorf.de/klinik-bogen/karriere/ausbildung.html,bite
27901,DONAUISAR Klinikum Dingolfing,Dingolfing,DONAUISAR Klinikum Deggendorf-Dingolfing-Landau gKU,Landkreis Dingolfing-Landau,Niederbayern,Plan-KH,Grundversorgung (I),oeffentlich,110,0,CHI|GUG|HNO|INN|URO,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",http://www.donau-isar-klinikum.de,https://www.dik-karriere.de/stellenangebote,bite
27904,DONAUISAR Klinikum Landau,Landau,DONAUISAR Klinikum Deggendorf-Dingolfing-Landau gKU,Landkreis Dingolfing-Landau,Niederbayern,Plan-KH,Fachkrankenhaus,oeffentlich,85,15,INN,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",http://www.donau-isar-klinikum.de,https://www.dik-karriere.de/stellenangebote,bite
36101,Klinikum St. Marien Amberg,Amberg,"KU Klinikum St Marien Amberg, AöR",Kreisfreie Stadt Amberg,Oberpfalz,Plan-KH,Schwerpunkt (II),oeffentlich,535,20,AUG|CHI|GUG|HNO|INN|KCH|KIN|MKG|NCH|NEU|STR|URO|HD,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",http://www.klinikum-amberg.de,https://www.klinikum-amberg.de/karriere/offene_stellen.php,bite_jobs
36102,Psychiatrische Tagesklinik Amberg,Amberg,Medizinische Einrichtungen des Bezirks Oberpfalz - KU (AöR),Kreisfreie Stadt Amberg,Oberpfalz,Plan-KH,Fachkrankenhaus,oeffentlich,0,32,KJP|PSO|PSY,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",,,
36201,Krankenhaus Barmherzige Brüder,Regensburg,Barmherzige Brüder gemeinnützige Krankenhaus GmbH,Kreisfreie Stadt Regensburg,Oberpfalz,Plan-KH,Maximalversorgung (III),freigemeinnuetzig,985,27,AUG|CHI|GUG|HNO|INN|KCH|KIN|MKG|NCH|NEU|NUK|STR|URO,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",http://www.barmherzige-regensburg.de,https://www.barmherzige-regensburg.de/karriere/offene-stellen-bewerbung.html,typo3_jobs
36202,Krankenhaus St. Josef Regensburg,Regensburg,Caritasverband für die Diözese Regensburg e.V.,Kreisfreie Stadt Regensburg,Oberpfalz,Plan-KH,Schwerpunkt (II),freigemeinnuetzig,325,0,CHI|GUG|INN|URO,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",https://www.csj.de,https://csj.de/beruf-und-karriere/stellenangebote,
36209,Bezirksklinikum Regensburg,Regensburg,Medizinische Einrichtungen des Bezirks Oberpfalz - KU (AöR),Kreisfreie Stadt Regensburg,Oberpfalz,Plan-KH,Fachkrankenhaus,oeffentlich,623,120,KJP|NEU|PSO|PSY,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",http://www.medbo.de,https://www.medbo.de/karriere/jobsmedbo,typo3_jobs
36301,Klinikum Weiden,Weiden,Kliniken Nordoberpfalz AG,Kreisfreie Stadt Weiden i. d. OPf.,Oberpfalz,Plan-KH,Schwerpunkt (II),oeffentlich,649,21,AUG|CHI|GUG|HNO|INN|KCH|KIN|MKG|NCH|NEU|STR|URO|HD,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",http://www.kliniken-nordoberpfalz.de,,
36302,Psychiatrische Tagesklinik Weiden,Weiden,Medizinische Einrichtungen des Bezirks Oberpfalz - KU (AöR),Kreisfreie Stadt Weiden i. d. OPf.,Oberpfalz,Plan-KH,Fachkrankenhaus,oeffentlich,0,12,KJP,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",,,
37101,St. Anna Krankenhaus Sulzbach-Rosenberg,Sulzbach-Rosenberg,"KU Krankenhäuser des Landkreises Amberg-Sulzbach, AöR",Landkreis Amberg-Sulzbach,Oberpfalz,Plan-KH,Grundversorgung (I),oeffentlich,180,0,CHI|GUG|INN,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",http://www.kh-as.de,https://www.kh-as.de/ausbildung-karriere/stellenangebote/,
37202,Sana Kliniken - Krankenhaus Cham,Cham,Sana Kliniken des Landkreises Cham GmbH,Landkreis Cham,Oberpfalz,Plan-KH,Grundversorgung (I),privat,235,0,AUG|CHI|GUG|HNO|INN|NEU|URO,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",,,
37203,Sana Kliniken - Krankenhaus Bad Kötzting,Bad Kötzting,Sana Kliniken des Landkreises Cham GmbH,Landkreis Cham,Oberpfalz,Plan-KH,Fachkrankenhaus,privat,50,0,INN,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",,,
37205,Heiligenfeld Klinik Waldmünchen,Waldmünchen,Heiligenfeld GmbH,Landkreis Cham,Oberpfalz,Plan-KH,Fachkrankenhaus,privat,40,0,PSO,ok,"Krankenhausplan Bayern 2026 (51. Fortschreibung), StMGP",https://www.heiligenfeld.de,https://www.heiligenfeld.de/stellenangebote,softgarden
