clinic_id,name,town,operator,landkreis,regierungsbezirk,status,versorgungsstufe,traegerart,beds,day_places,fachrichtungen,parse_quality,source,website,careers_url,ats_type
RH1087,Sanatorium 'Residenz im Kurpark',Bad Bayersoien,PH Hotelbetriebsgesellschaft mbH,Garmisch-Partenkirchen,Oberbayern,Reha-Einrichtung,,privat,53,,Orthopädie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",,,
RH2593,Silberberg Klinik Bodenmais GmbH,Bodenmais,Silberberg Klinik Bodenmais GmbH,Regen,Niederbayern,Reha-Einrichtung,,privat,150,,"Innere Medizin, Pneumologie, Psychosomatik/Psychotherapie",ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.silberberg-klinik.de,,
RH2272,Bezirksklinikum Ansbach Rehabilitation für Suchtkranke,Ansbach,Bezirkskliniken Mittelfranken,Ansbach,Mittelfranken,Reha-Einrichtung,,oeffentlich,20,,Entwöhnungsbehandlungen,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.bezirkskliniken-mfr.de,,
RH2511,Bezirksklinikum Wöllershof Rehabilitation Entwöhnungsbehandlung,Störnstein,Medizinische Einrichtungen des Bezirks Oberpfalz - KU (AöR),Neustadt a.d.Waldnaab,Oberpfalz,Reha-Einrichtung,,oeffentlich,32,,Allgemeine Psychiatrie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.medbo.de,,
RH1699,Lympho-Opt GmbH,Pommelsbrunn,Lympho-Opt GmbH,Nürnberger Land,Mittelfranken,Reha-Einrichtung,,privat,40,,Keine Zuordnung zu spezifischem Fachgebiet,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.lympho-opt.de,,
RH1841,Klinik Bad Trissl GmbH Rehabilitation,Oberaudorf,Klinik Bad Trissl GmbH,Rosenheim,Oberbayern,Reha-Einrichtung,,privat,95,,Hämatologie und internistische Onkologie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.klinik-bad-trissl.de,,
RH1684,Therapiezentrum Burgau Rehabilitation,Burgau,Gemeinnützige Gesellschaft zur neurologischen Rehabilitation nach erworbenen cerebralen Schäden mbH,Günzburg,Schwaben,Reha-Einrichtung,,oeffentlich,25,,Neurologie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.therapiezentrum-burgau.de,,
RH1279,Bezirksklinikum Regensburg Klinik für neurologische Rehabilitation,Regensburg,Medizinische Einrichtungen des Bezirks Oberpfalz - KU (AöR),Regensburg,Oberpfalz,Reha-Einrichtung,,oeffentlich,33,,"Neurologie, Allgemeine Psychiatrie",ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.medbo.de,,
RH1802,Klinik Maximilian GmbH & Co. KG,Scheidegg,Klinik Maximilian GmbH & Co. KG,Lindau (Bodensee),Schwaben,Reha-Einrichtung,,privat,350,,Keine Zuordnung zu spezifischem Fachgebiet,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.klinik-maximilian.de,,
RH2404,m&i-Klinikgesellschaft in Ichenhausen GmbH,Ichenhausen,m&i-Klinikgesellschaft in Ichenhausen GmbH,Günzburg,Schwaben,Reha-Einrichtung,,privat,280,,"Geriatrie, Orthopädie, Neurologie",ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.fachklinik-ichenhausen.de,,
RH1777,Rehabilitationszentrum Klinik Rosenhof GmbH & Co. Betriebs KG,Bad Birnbach,Rehabilitationszentrum Klinik Rosenhof GmbH & Co. Betriebs KG,Rottal-Inn,Niederbayern,Reha-Einrichtung,,privat,269,,Orthopädie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.klinik-rosenhof.eu,,
RH2891,Schön Klinik Bad Aibling SE & Co. KG – Rehabilitation,Bad Aibling,Schön Klinik Bad Aibling SE & Co. KG,Rosenheim,Oberbayern,Reha-Einrichtung,,privat,136,,Neurologie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.schoen-klinik.de/bad-aibling-harthausen,,
RH1171,Johannesbad Lechbruck Betriebs GmbH,Lechbruck am See,Johannesbad Lechbruck Betriebs GmbH,Ostallgäu,Schwaben,Reha-Einrichtung,,privat,191,,Sonstige Fachabteilung,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.johannesbad-medizin.com,,
RH2748,Reha-Klinik Allgäu gGmbH,Sonthofen,Reha-Klinik Allgäu gGmbH,Oberallgäu,Schwaben,Reha-Einrichtung,,oeffentlich,114,,"Geriatrie, Orthopädie, Neurologie",ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.geriatrie-sonthofen.de,,
RH2747,Gesundheitszentrum Oberammergau GmbH,Oberammergau,Gesundheitszentrum Oberammergau GmbH,Garmisch-Partenkirchen,Oberbayern,Reha-Einrichtung,,privat,147,,"Kardiologie, Pneumologie, Orthopädie",ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.gesundheitszentrum-oberammergau.com,,
RH2386,Rehafachzentrum Bad Füssing – Passau,Bad Füssing,Deutsche Rentenversicherung Bayern Süd,Passau,Niederbayern,Reha-Einrichtung,,oeffentlich,370,,"Hämatologie und internistische Onkologie, Gastroenterologie, Orthopädie",ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.rehafachzentrum.de,,
RH1740,VAMED Klinik Kipfenberg GmbH – Rehabilitation,Kipfenberg,VAMED Klinik Kipfenberg GmbH,Eichstätt,Oberbayern,Reha-Einrichtung,,privat,86,,Neurologie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.vamed-gesundheit.de,,
RH1364,Schlossreha Rottenburg Fachklinik Geriatrische Reha u. Orthopädische Reha,Rottenburg,Landshuter Kommunalunternehmen für medizinische Versorgung AöR,Landshut,Niederbayern,Reha-Einrichtung,,oeffentlich,69,,"Geriatrie, Orthopädie",ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.lakumed.de,,
RH1590,Schön Klinik Vogtareuth SE & Co. KG – Rehabilitation,Vogtareuth,Schön Klinik Vogtareuth SE & Co. KG,Rosenheim,Oberbayern,Reha-Einrichtung,,privat,100,,"Pädiatrie, Orthopädie, Neurologie",ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",,,
RH2250,VAMED Rehaklinik Berching Fachklinik für geriatrische Rehabilitation,Berching,VAMED Rehaklinik Berching GmbH,Neumarkt i.d.OPf.,Oberpfalz,Reha-Einrichtung,,privat,77,,Geriatrie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.vamed-gesundheit.de,,
RH1833,Sanatorium Allgäuer Rosenalp,Oberstaufen,Allgäuer Rosenalp GmbH & Co. KG,Oberallgäu,Schwaben,Reha-Einrichtung,,privat,25,,Sonstige Fachabteilung,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.rosenalp.de,,
RH2595,Kliniken Nordoberpfalz AG Steinwald-Klinik Erbendorf Fachklinik für geriatrische Rehab.,Erbendorf,Kliniken Nordoberpfalz AG,Tirschenreuth,Oberpfalz,Reha-Einrichtung,,oeffentlich,80,,Geriatrie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.kliniken-nordoberpfalz.ag,,
RH1534,Fachklinik König-Ludwig,Schwangau,Lingenfelder GmbH + Co. OHG,Ostallgäu,Schwaben,Reha-Einrichtung,,privat,179,,Orthopädie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.fachklinik-koenig-ludwig.de,,
RH2720,Klinikum am Europakanal Neurologische Rehabilitation,Erlangen,Bezirkskliniken Mittelfranken,Erlangen,Mittelfranken,Reha-Einrichtung,,oeffentlich,40,,Neurologie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.klinikum-am-europakanal.de,,
RH1981,Kliniken des Landkreises Neustadt a. d. Aisch-Bad Windsheim – Geriatrische Rehabilitation,Bad Windsheim,KU Kliniken des Landkreises Neustadt a.d.Aisch-Bad Windsheim AöR,Neustadt a.d.Aisch-Bad Windsheim,Mittelfranken,Reha-Einrichtung,,oeffentlich,28,,Geriatrie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.kliniken-nea.de,,
RH1111,Geriatrische Rehabilitationsklinik,Würzburg,Arbeiterwohlfahrt Bezirksverband Unterfranken e.V.,Würzburg,Unterfranken,Reha-Einrichtung,,freigemeinnuetzig,90,,"Geriatrie, Orthopädie",ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.geriatriewuerzburg.de,,
RH2920,Geriatrische Rehabilitation,Nürnberg,Martha-Maria Krankenhaus gemeinnützige GmbH,Nürnberg,Mittelfranken,Reha-Einrichtung,,freigemeinnuetzig,20,,Geriatrie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.martha-maria.de,,
RH2116,Schön Klinik Bad Staffelstein SE & Co. KG – Rehabilitation,Bad Staffelstein,Schön Klinik Bad Staffelstein SE & Co. KG,Lichtenfels,Oberfranken,Reha-Einrichtung,,privat,151,,"Orthopädie, Neurologie",ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",,,
RH2842,Helios Klinik Erlenbach Geriatrische Rehabilitation,Erlenbach am Main,Kliniken Miltenberg-Erlenbach GmbH,Miltenberg,Unterfranken,Reha-Einrichtung,,privat,32,,Geriatrie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.helios-kliniken.de,,
RH1630,St. Theresien-Krankenhaus Nürnberg Gemeinnützige GmbH,Nürnberg,St. Theresien Krankenhaus gGmbH,Nürnberg,Mittelfranken,Reha-Einrichtung,,freigemeinnuetzig,25,,Geriatrie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.theresien-krankenhaus.de,,
RH2496,Klinikum Fürth Geriatrische Rehabilitation,Fürth,Klinikum Fürth AdöR der Stadt Fürth,Fürth,Mittelfranken,Reha-Einrichtung,,oeffentlich,36,,Geriatrie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.klinikum-fuerth.de,,
RH1968,Schön Klinik Berchtesgadener Land SE & Co. KG – Rehabilitation,Schönau am Königssee,Schön Klinik Berchtesgadener Land SE & Co. KG,Berchtesgadener Land,Oberbayern,Reha-Einrichtung,,privat,112,,Innere Medizin,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.schoen-klinik.de/berchtesgadener-land,,
RH1481,Benedictus Krankenhaus Feldafing GmbH & Co. KG,Feldafing,Benedictus Krankenhaus Feldafing GmbH & Co. KG,Starnberg,Oberbayern,Reha-Einrichtung,,privat,105,,"Geriatrie, Orthopädie, Neurologie",ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.klinik-feldafing.de,,
RH1104,Sanatorium Fontenay,Bad Wörishofen,Holzbock GmbH,Unterallgäu,Schwaben,Reha-Einrichtung,,privat,30,,Keine Zuordnung zu spezifischem Fachgebiet,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.kurhotel-fontenay.de,,
RH2395,Klinik Alpenhof,Chieming,Klinik Alpenhof GmbH & Co. Betriebs KG,Traunstein,Oberbayern,Reha-Einrichtung,,privat,240,,Keine Zuordnung zu spezifischem Fachgebiet,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.klinik-alpenhof.de,,
RH2408,Geriatrische Rehabilitation am Krankenhaus Schongau,Schongau,Krankenhaus GmbH Landkreis Weilheim-Schongau,Weilheim-Schongau,Oberbayern,Reha-Einrichtung,,oeffentlich,30,,Geriatrie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.meinkrankenhaus2030.de,,
RH2794,Passauer Wolf Reha-Zentrum Nittenau Neurologie-Onkologie-Geriatrie-Urologie,Nittenau,Reha-Zentrum Nittenau GmbH,Schwandorf,Oberpfalz,Reha-Einrichtung,,privat,154,,"Geriatrie, Hämatologie und internistische Onkologie, Urologie, Neurologie",ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.reha-zentrum-nittenau.de,,
RH2910,Klinikum Forchheim - Fränkische Schweiz gGmbH Fachkrankenhaus für Geriatrische Rehabilitation,Ebermannstadt,Klinikum Forchheim - Fränkische Schweiz gGmbH,Forchheim,Oberfranken,Reha-Einrichtung,,oeffentlich,60,,Geriatrie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.klinik-fraenkische-schweiz.de,,
RH2421,St. Johannes-Klinik Geriatrische Rehabilitation,Auerbach,Kommunalunternehmen Krankenhäuser des Landkreises Amberg-Sulzbach,Amberg-Sulzbach,Oberpfalz,Reha-Einrichtung,,oeffentlich,53,,Geriatrie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.kh-as.de,,
RH1891,Physio Klinik im Aitrachtal GmbH,Mengkofen,Physio Klinikum Aitrachtal GmbH,Dingolfing-Landau,Niederbayern,Reha-Einrichtung,,privat,80,,Orthopädie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.physioklinik.de,,
RH1138,Reha-Klinik Am Kurpark GmbH & Co. KG,Grafenau,Reha-Klinik Am Kurpark GmbH & Co. KG,Freyung-Grafenau,Niederbayern,Reha-Einrichtung,,privat,272,,Sonstige Fachabteilung,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.klinik-kurpark.de,,
RH1480,MEDIAN Frankenparkklinik GmbH & Co. KG,Bad Kissingen,MEDIAN Frankenpark Klinik GmbH & Co. KG,Bad Kissingen,Unterfranken,Reha-Einrichtung,,privat,183,,"Geriatrie, Orthopädie",ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.median-kliniken.de,,
RH1842,Malteser Waldkrankenhaus Erlangen gGmbH,Erlangen,Malteser Waldkrankenhaus Erlangen gGmbH,Erlangen,Mittelfranken,Reha-Einrichtung,,freigemeinnuetzig,26,,Geriatrie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.waldkrankenhaus.de,,
RH1249,Kreisklinik Roth Geriatrische Rehabilitation,Roth,Kreisklinik Roth AdöR des Landkreises Roth,Roth,Mittelfranken,Reha-Einrichtung,,oeffentlich,30,,Geriatrie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.kreisklinik-roth.de,,
RH2706,Krankenhaus Rummelsberg GmbH – Rehabilitation,Schwarzenbruck,Krankenhaus Rummelsberg GmbH,Nürnberger Land,Mittelfranken,Reha-Einrichtung,,privat,60,,Geriatrie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.sana.de/rummelsberg/,,
RH2801,Mutter-Kind-Kurheim Marianne Osterried,Obermaiselstein,Marianne Osterried,Oberallgäu,Schwaben,Reha-Einrichtung,,privat,55,,Keine Zuordnung zu spezifischem Fachgebiet,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.mutterkindkurheim.de,,
RH2811,InnKlinikum Altötting und Mühldorf Geriatrische Rehabilitation,Burghausen,InnKlinikum gKU Altötting und Mühldorf AöR,Altötting,Oberbayern,Reha-Einrichtung,,oeffentlich,22,,Geriatrie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.innklinikum.de,,
RH2122,Fachklinik Stadtsteinach,Stadtsteinach,Zweckverband Klinikum Kulmbach,Kulmbach,Oberfranken,Reha-Einrichtung,,oeffentlich,62,,"Geriatrie, Orthopädie",ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.klinikum-kulmbach.de,,
RH2121,Klinikum Aschaffenburg-Alzenau Abt. Geriatrische Rehabilitation Standort Alzenau,Alzenau,Klinikum Aschaffenburg-Alzenau gemeinnützige GmbH,Aschaffenburg,Unterfranken,Reha-Einrichtung,,oeffentlich,33,,Geriatrie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.klinikum-ab-alz.de,,
RH2081,Fachklinik Osterhofen GmbH,Osterhofen,Fachklinik Osterhofen GmbH,Deggendorf,Niederbayern,Reha-Einrichtung,,privat,35,,Allgemeine Chirurgie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.fachklinik-osterhofen.de,,
RH2724,Geriatrische Rehabilitation der Hessing Stiftung,Augsburg,Hofrat Friedrich Hessing’sche orthopädische Heilanstalt in Göggingen-Augsburg,Augsburg,Schwaben,Reha-Einrichtung,,freigemeinnuetzig,140,,Geriatrie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.hessing-geriatrie.de,,
RH2544,Helios Amper-Klinik Indersdorf,Markt Indersdorf,Amper Kliniken AG,Dachau,Oberbayern,Reha-Einrichtung,,privat,67,,Geriatrie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.helios-gesundheit.de/indersdorf,,
RH1257,Medical Park Bad Rodach GmbH & Co. KG - Rehabilitation,Bad Rodach,Medical Park Bad Rodach GmbH & Co. KG,Coburg,Oberfranken,Reha-Einrichtung,,privat,412,,"Orthopädie, Neurologie",ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.badrodach.medicalpark.de,,
RH1634,Kliniken Ostallgäu-Kaufbeuren Klinik Füssen Geriatrische Rehabilitation,Füssen,Kliniken Ostallgäu-Kaufbeuren Anstalt des öffentlichen Rechts des Landkreises Ostallgäu und der Stadt Kaufbeuren,Ostallgäu,Schwaben,Reha-Einrichtung,,oeffentlich,25,,Geriatrie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.kliniken-oal-kf.de,,
RH1261,Fachklinik St. Marien Wertach GmbH Vorsorge u. Rehabilitation für Frauen in Familienverantwortung,Wertach,Fachklinik St. Marien Wertach GmbH,Oberallgäu,Schwaben,Reha-Einrichtung,,freigemeinnuetzig,75,,Prävention,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.haus-st-marien.de,,
RH2939,Reha-Zentrum Passauer Wolf Bad Griesbach Reha,Bad Griesbach-Therme,Passauer Wolf Bad Griesbach GmbH & Co. KG,Passau,Niederbayern,Reha-Einrichtung,,privat,235,,"Innere Medizin, Geriatrie, Kardiologie, Neurologie",ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.passauerwolf.de,,
RH2902,Asklepios Klinik Schaufling GmbH Betriebsstätte Aidenbach,Aidenbach,Asklepios Klinik Schaufling GmbH,Passau,Niederbayern,Reha-Einrichtung,,privat,102,,Geriatrie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.asklepios.com,,
RH1205,Geriatriezentrum Neuburg GmbH Geriatrische Fachklinik,Neuburg a. d. Donau,Geriatriezentrum Neuburg GmbH,Neuburg-Schrobenhausen,Oberbayern,Reha-Einrichtung,,oeffentlich,80,,Geriatrie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.gzn.de,,
RH1198,Evangelische Mutter-Kind-Kurklinik Scheidegg Prävention und Rehabilitation,Scheidegg,Evang. Müttergenesung Württemberg gGmbH,Lindau (Bodensee),Schwaben,Reha-Einrichtung,,freigemeinnuetzig,103,,Keine Zuordnung zu spezifischem Fachgebiet,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.muettergenesung-kur.de,,
RH2682,Mittelbayerisches Rehabilitationszentrum Klinikum Luitpold und Klinikum Maximilian,Bad Kötzting,Visio Klinik GmbH,Cham,Oberpfalz,Reha-Einrichtung,,privat,294,,"Geriatrie, Orthopädie, Neurologie",ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",,,
RH2466,Reha-Zentrum Isarwinkel,Bad Tölz,ReAL gGmbH,Bad Tölz-Wolfratshausen,Oberbayern,Reha-Einrichtung,,freigemeinnuetzig,40,,Rehabilitation psychisch Kranker (RPK),ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.real-verbund.de,,
RH1752,m&i-Fachklinik Herzogenaurach Medizinische Rehabilitation,Herzogenaurach,m&i-Klinikgesellschaft in Herzogenaurach GmbH,Erlangen-Höchstadt,Mittelfranken,Reha-Einrichtung,,privat,335,,"Geriatrie, Orthopädie, Neurologie",ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.fachklinik-herzogenaurach.de,,
RH2785,Klinik Inntaler Hof GmbH & Co. KG,Neuburg am Inn,Klinik Inntaler Hof GmbH & Co. KG,Passau,Niederbayern,Reha-Einrichtung,,privat,230,,Sonstige Fachabteilung,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.klinik-inntaler-hof.de,,
RH2178,Schön Klinik München Schwabing SE & Co. KG - Rehabilitation,München,Schön Klinik München Schwabing SE & Co. KG,"München, Landeshauptstadt",Oberbayern,Reha-Einrichtung,,privat,14,,Neurologie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",,,
RH1817,Asklepios Klinik St. Wolfgang Rehabilitation,Bad Griesbach-Therme,Asklepios Klinik Bad Griesbach GmbH & Cie. OHG,Passau,Niederbayern,Reha-Einrichtung,,privat,61,,"Innere Medizin, Urologie, Orthopädie",ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.stwolfgang.de,,
RH2904,Sana Klinikum Coburg,Coburg,Sana Kliniken Oberfranken Coburg GmbH,Coburg,Oberfranken,Reha-Einrichtung,,privat,53,,Geriatrie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.sana.de/coburg,,
RH2712,HESCURO Klinik Bad Brückenau - Geriatrische Rehabilitation,Bad Brückenau,HESCURO KLINIK Bad Brückenau GmbH,Bad Kissingen,Unterfranken,Reha-Einrichtung,,privat,30,,Geriatrie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.hescuro-bad-brueckenau.de,,
